brand,model,type,mp,optical_zoom,digital_zoom,screen_size,price,matches
canon,t3i,digital slr,18.0,3.0,,3.0,515.48,"{'www.gosale.com//1021', 'www.mypriceindia.com//13', 'www.priceme.co.nz//2100', 'www.ebay.com//47375', 'www.eglobalcentral.co.uk//371', 'www.ebay.com//24153', 'www.ebay.com//53030', 'www.alibaba.com//35574', 'www.ebay.com//42061', 'www.ebay.com//59275', 'www.ebay.com//53043', 'www.ebay.com//47654', 'www.ebay.com//46066', 'www.shopbot.com.au//412', 'www.ebay.com//46136', 'www.priceme.co.nz//1907', 'www.eglobalcentral.co.uk//637', 'www.ebay.com//45123', 'www.ebay.com//54480', 'www.ebay.com//45966', 'www.ebay.com//55705', 'www.gosale.com//854', 'www.ebay.com//56267', 'www.shopmania.in//1353', 'www.ebay.com//55426', 'www.ebay.com//53882', 'www.ebay.com//60740', 'www.ebay.com//46053', 'www.ebay.com//48037', 'www.ebay.com//45582', 'www.gosale.com//504', 'www.ebay.com//59400', 'www.priceme.co.nz//1994', 'cammarkt.com//504', 'www.ebay.com//53567', 'www.ebay.com//58542', 'www.ebay.com//45995', 'www.ebay.com//55366', 'www.alibaba.com//33898', 'www.ebay.com//43314', 'www.ebay.com//47093', 'www.ebay.com//59150', 'www.ebay.com//43084', 'www.flipkart.com//2242', 'www.flipkart.com//2210', 'www.ebay.com//60380', 'www.priceme.co.nz//1986', 'www.ebay.com//46544', 'www.ebay.com//60536', 'www.ebay.com//60685', 'www.gosale.com//1073', 'www.gosale.com//1404', 'www.ebay.com//59194', 'www.ebay.com//52988', 'www.ebay.com//56745', 'www.ebay.com//58951', 'www.ebay.com//53991', 'www.ebay.com//48163', 'www.alibaba.com//22868', 'www.ebay.com//44793', 'www.ebay.com//54981', 'www.ebay.com//48055', 'www.ebay.com//59902', 'www.ebay.com//42485', 'www.gosale.com//1104', 'cammarkt.com//219', 'www.ebay.com//44517', 'www.ebay.com//55011', 'www.ebay.com//45188', 'www.ebay.com//44785', 'www.ebay.com//55055', 'www.ebay.com//47429', 'www.ebay.com//47717', 'www.ebay.com//60855', 'www.ebay.com//24114', 'www.ebay.com//42127', 'www.ebay.com//56682', 'www.ebay.com//58595', 'www.garricks.com.au//70', 'www.ebay.com//46566', 'www.ebay.com//45199', 'www.ebay.com//59272', 'www.ebay.com//43928', 'www.ebay.com//57954', 'www.ebay.com//45236', 'www.ebay.com//56398', 'www.eglobalcentral.co.uk//713', 'www.walmart.com//161', 'www.ebay.com//56124', 'www.camerafarm.com.au//773', 'www.ebay.com//53020', 'www.ebay.com//48012', 'www.ebay.com//43219', 'www.alibaba.com//24226', 'www.ebay.com//43780', 'www.ebay.com//54436', 'www.priceme.co.nz//1832', 'www.priceme.co.nz//1687', 'www.alibaba.com//29693', 'www.ebay.com//42533', 'www.ebay.com//43365', 'www.camerafarm.com.au//810', 'www.ebay.com//59060', 'www.shopbot.com.au//247', 'www.pricedekho.com//1226', 'www.ebay.com//44740', 'www.ebay.com//60037', 'www.ebay.com//59199', 'www.eglobalcentral.co.uk//246', 'www.flipkart.com//2191', 'cammarkt.com//460', 'www.ebay.com//53738', 'www.shopmania.in//1336', 'www.pricedekho.com//1125', 'www.ebay.com//42938', 'www.alibaba.com//27983', 'www.ebay.com//58733', 'www.ebay.com//46286', 'www.ebay.com//56101', 'www.ebay.com//54104', 'www.ebay.com//46223', 'www.ebay.com//46257', 'www.ebay.com//48203', 'www.ebay.com//55973', 'www.ebay.com//55192', 'www.ebay.com//56332', 'www.ebay.com//60687', 'www.ebay.com//59057', 'www.ebay.com//42002', 'www.shopbot.com.au//1457', 'www.ebay.com//42999', 'www.ebay.com//46380', 'www.ebay.com//60440', 'www.alibaba.com//35002', 'www.alibaba.com//22941', 'www.ebay.com//56518', 'www.ebay.com//41902', 'www.ebay.com//52821', 'www.ebay.com//52745', 'www.ebay.com//53168', 'www.ebay.com//46278', 'www.shopbot.com.au//442', 'www.ebay.com//42172', 'www.ebay.com//42636', 'www.ebay.com//57584', 'www.buzzillions.com//2809', 'www.gosale.com//766', 'www.ebay.com//47779', 'www.ebay.com//43587', 'www.ebay.com//53768', 'www.ebay.com//43005', 'www.ebay.com//45968', 'www.ebay.com//53885', 'www.ebay.com//44330', 'buy.net//6448', 'www.mypriceindia.com//156', 'www.ebay.com//54664', 'www.mypriceindia.com//586', 'www.eglobalcentral.co.uk//209', 'www.ebay.com//55204', 'buy.net//5503', 'www.gosale.com//800', 'www.ebay.com//43009', 'www.ebay.com//54812', 'www.ebay.com//44159', 'www.ebay.com//42627', 'www.pricedekho.com//751', 'www.ebay.com//44601', 'www.ebay.com//54716', 'www.flipkart.com//2188', 'www.camerafarm.com.au//729', 'www.mypriceindia.com//134', 'www.ebay.com//45276', 'www.ebay.com//46996', 'www.ebay.com//58959', 'www.shopmania.in//889', 'www.ebay.com//52710', 'www.ebay.com//60643', 'www.ebay.com//56248', 'www.ebay.com//53536', 'www.ebay.com//56366', 'www.ebay.com//44818', 'www.priceme.co.nz//2303', 'www.ebay.com//48637', 'www.shopmania.in//1726', 'www.ebay.com//60500', 'www.ebay.com//57275', 'www.ebay.com//44432', 'www.ebay.com//43890', 'www.flipkart.com//2271', 'www.garricks.com.au//54', 'www.ebay.com//54322', 'www.ebay.com//45979', 'www.gosale.com//1252', 'www.ebay.com//48970', 'www.ebay.com//43985', 'www.ebay.com//53141', 'www.ebay.com//53195', 'www.ebay.com//42645', 'www.ebay.com//55124', 'www.ebay.com//46421', 'www.flipkart.com//2224', 'www.ebay.com//59438', 'www.ebay.com//47209', 'www.alibaba.com//34424', 'www.ebay.com//46481', 'www.ebay.com//47464', 'www.ebay.com//47833', 'www.ebay.com//44303', 'www.ebay.com//59892', 'www.ebay.com//42286', 'www.ebay.com//54237', 'www.ebay.com//48309', 'www.ebay.com//44745', 'www.ebay.com//59219', 'www.ebay.com//44828', 'www.shopbot.com.au//1565', 'www.ebay.com//47343', 'www.ebay.com//45929', 'www.ebay.com//53024', 'www.ebay.com//47602', 'www.ebay.com//60343', 'www.priceme.co.nz//2366', 'www.gosale.com//1105', 'www.flipkart.com//2177', 'www.garricks.com.au//62', 'www.ebay.com//55827', 'www.ebay.com//57127', 'www.ebay.com//47640', 'www.ebay.com//54656', 'www.ebay.com//46598', 'www.ebay.com//53867', 'www.ebay.com//52972', 'cammarkt.com//262', 'www.ebay.com//43073', 'www.priceme.co.nz//2359', 'www.ebay.com//44334', 'www.alibaba.com//34015', 'www.alibaba.com//26137', 'www.alibaba.com//23011', 'www.ebay.com//42176', 'www.shopmania.in//1630', 'www.ebay.com//55396', 'www.ebay.com//24383', 'www.alibaba.com//30182', 'www.ebay.com//59041', 'www.ebay.com//47680', 'www.ebay.com//47528', 'www.ebay.com//43861', 'www.ebay.com//24200', 'www.ebay.com//55371', 'www.price-hunt.com//9821', 'www.mypriceindia.com//720', 'www.ebay.com//54845', 'www.shopbot.com.au//1316', 'buy.net//5391', 'www.ebay.com//60895'}"
canon,xsi,digital slr,12.2,3.0,,3.0,758.3,"{'www.ebay.com//60778', 'www.ebay.com//42825', 'www.ebay.com//58740', 'www.ebay.com//59668', 'www.ebay.com//59362', 'www.ebay.com//42498', 'www.ebay.com//44166', 'www.ebay.com//60880', 'www.ebay.com//57176', 'www.ebay.com//54195', 'www.ebay.com//54970', 'www.ebay.com//52615', 'www.ebay.com//44450', 'cammarkt.com//139', 'www.ebay.com//60795', 'www.ebay.com//47248', 'www.ebay.com//54707', 'www.ebay.com//52808', 'www.ebay.com//48542', 'www.ebay.com//45828', 'www.ebay.com//48417', 'www.ebay.com//57962', 'www.ebay.com//59608', 'www.ebay.com//44721', 'www.ebay.com//54851', 'www.ebay.com//45471', 'www.ebay.com//42587', 'www.ebay.com//47156', 'www.ebay.com//55081', 'www.ebay.com//54948', 'www.ebay.com//44261', 'www.ebay.com//58357', 'www.ebay.com//43746', 'www.ebay.com//45888', 'www.ebay.com//52833', 'www.ebay.com//48519', 'www.gosale.com//499', 'www.ebay.com//53136', 'www.ebay.com//58813', 'www.ebay.com//54922', 'www.ebay.com//55990', 'www.ebay.com//43592', 'www.ebay.com//52737', 'www.ebay.com//54203', 'www.ebay.com//46172', 'www.ebay.com//55056', 'www.ebay.com//53181', 'www.ebay.com//53507', 'www.ebay.com//60277', 'www.ebay.com//44680', 'www.ebay.com//45131', 'www.ebay.com//24193', 'www.buzzillions.com//1924', 'www.ebay.com//43082', 'www.ebay.com//53397', 'www.ebay.com//47678', 'www.ebay.com//41881', 'www.ebay.com//54593', 'www.ebay.com//47286', 'www.ebay.com//55970'}"
canon,xt,digital slr,8.0,3.0,,1.8,1034.99,"{'www.ebay.com//53581', 'cammarkt.com//64', 'www.ebay.com//46443', 'www.ebay.com//48252', 'www.ebay.com//52635', 'www.ebay.com//53002', 'www.ebay.com//47810', 'www.ebay.com//53499', 'www.ebay.com//45529', 'www.ebay.com//56676', 'www.ebay.com//45744', 'www.ebay.com//59456', 'www.ebay.com//42692', 'www.ebay.com//42439', 'www.ebay.com//45986', 'www.ebay.com//60146', 'www.ebay.com//45839', 'www.ebay.com//45686', 'www.ebay.com//60822', 'www.ebay.com//42017', 'www.ebay.com//47974', 'www.ebay.com//44672', 'www.ebay.com//60049', 'www.ebay.com//58075', 'www.ebay.com//54502', 'www.ebay.com//48546', 'www.ebay.com//56440', 'cammarkt.com//53', 'www.gosale.com//1318', 'www.ebay.com//60621', 'www.ebay.com//46070', 'www.ebay.com//46909', 'www.ebay.com//55750', 'www.ebay.com//60680', 'www.ebay.com//44394', 'www.ebay.com//48480', 'www.ebay.com//60892', 'www.ebay.com//56603', 'www.ebay.com//56164', 'www.ebay.com//44408', 'www.ebay.com//56730', 'www.ebay.com//59598', 'www.ebay.com//45707', 'www.ebay.com//42989', 'www.ebay.com//57967', 'www.ebay.com//53374', 'www.ebay.com//44835', 'www.ebay.com//60184', 'www.ebay.com//43204', 'www.ebay.com//43522', 'www.ebay.com//59098', 'www.ebay.com//44591', 'www.ebay.com//54223', 'cammarkt.com//356', 'www.ebay.com//54067', 'www.ebay.com//52792', 'www.ebay.com//44830', 'www.ebay.com//24915', 'www.ebay.com//43063', 'www.ebay.com//57686', 'www.ebay.com//47100', 'www.ebay.com//48518', 'www.ebay.com//53170', 'www.ebay.com//53178', 'www.ebay.com//48038', 'www.ebay.com//54113', 'www.ebay.com//56134', 'www.ebay.com//43842', 'cammarkt.com//464', 'www.ebay.com//44646', 'www.ebay.com//44770', 'www.ebay.com//56145', 'www.ebay.com//56668', 'www.ebay.com//60831', 'www.ebay.com//43680', 'www.ebay.com//48081', 'www.ebay.com//53425'}"
canon,1d mark iv,digital slr,16.1,,,3.0,,"{'www.ebay.com//60465', 'www.ebay.com//53442', 'www.ebay.com//56706', 'www.ebay.com//47781', 'www.ebay.com//56363', 'www.shopmania.in//1023', 'www.ebay.com//46014', 'www.ebay.com//53927', 'www.ebay.com//54350', 'www.ebay.com//54901', 'www.ebay.com//59532'}"
canon,1ds,digital slr,11.1,,,2.0,,"{'www.ebay.com//43821', 'www.ebay.com//56006', 'www.ebay.com//59863', 'www.ebay.com//55568', 'www.ebay.com//59208'}"
canon,1ds mark ii,digital slr,16.7,,,2.0,,"{'www.ebay.com//57285', 'www.ebay.com//54376', 'www.ebay.com//60400', 'www.ebay.com//46134', 'www.ebay.com//54999', 'www.ebay.com//46160', 'www.ebay.com//24395', 'www.ebay.com//43971'}"
canon,1d x,digital slr,18.1,3.0,,3.2,5207.41,"{'www.ebay.com//46182', 'www.pricedekho.com//1214', 'www.ebay.com//46563', 'www.ebay.com//57433', 'www.shopbot.com.au//1235', 'www.shopbot.com.au//1389', 'www.ebay.com//42305', 'www.ebay.com//52857', 'www.ebay.com//45739', 'www.gosale.com//1399', 'www.ebay.com//47582', 'www.ebay.com//59332', 'www.ebay.com//24918', 'www.ebay.com//54260', 'www.ebay.com//56326', 'www.shopbot.com.au//1215', 'www.ebay.com//54303', 'www.ebay.com//55151', 'www.ebay.com//44752', 'www.ebay.com//24461', 'www.ebay.com//55363', 'www.ebay.com//24285', 'www.ebay.com//43502', 'www.priceme.co.nz//72', 'www.ebay.com//23941', 'www.shopmania.in//1272', 'www.ebay.com//59877', 'www.ebay.com//42345', 'www.buzzillions.com//2650', 'www.ebay.com//44342', 'www.ebay.com//53494', 'www.ebay.com//46661', 'www.ebay.com//56237', 'www.mypriceindia.com//100', 'www.ebay.com//53561', 'www.ebay.com//53090', 'www.ebay.com//48039', 'www.shopbot.com.au//370', 'www.ebay.com//45899', 'www.ebay.com//44996', 'www.ebay.com//46904', 'www.ebay.com//25095', 'www.ebay.com//24958', 'www.ebay.com//55897', 'www.ebay.com//53987', 'www.ebay.com//53060', 'www.ebay.com//53875', 'www.shopbot.com.au//1459', 'www.ebay.com//53457', 'www.ebay.com//53775', 'www.ebay.com//42684', 'cammarkt.com//93', 'www.garricks.com.au//81', 'www.ebay.com//46937', 'www.ebay.com//43488', 'www.eglobalcentral.co.uk//321', 'buy.net//6698', 'www.ebay.com//58474', 'www.ebay.com//44613', 'www.ebay.com//54888', 'www.ebay.com//54717', 'www.price-hunt.com//9670'}"
canon,1-5x,,,,,,,{'www.eglobalcentral.co.uk//82'}
canon,1.2l,,,,,,,"{'www.eglobalcentral.co.uk//80', 'www.eglobalcentral.co.uk//175'}"
canon,1.4l,,,,,,,{'www.eglobalcentral.co.uk//409'}
canon,1.4x,teleconverter,,,,,,{'www.ebay.com//43150'}
canon,xs,digital slr,10.1,3.0,,2.5,965.99,"{'cammarkt.com//263', 'www.ebay.com//56016', 'www.ebay.com//46205', 'www.ebay.com//55043', 'www.ebay.com//56365', 'www.ebay.com//55690', 'www.buzzillions.com//2654', 'www.ebay.com//47549', 'www.ebay.com//48940', 'www.shopmania.in//1264', 'www.ebay.com//56529', 'www.ebay.com//54248', 'www.ebay.com//53171', 'www.pricedekho.com//1058', 'www.ebay.com//48636', 'www.ebay.com//24477', 'www.ebay.com//44502', 'buy.net//6588', 'www.ebay.com//42507', 'www.ebay.com//55070', 'www.ebay.com//48573', 'www.ebay.com//53392', 'www.ebay.com//42221', 'www.ebay.com//46912', 'www.ebay.com//58597', 'www.ebay.com//56127', 'www.ebay.com//44019', 'www.ebay.com//46215', 'www.ebay.com//57614', 'www.ebay.com//59513', 'www.ebay.com//52856', 'www.ebay.com//59834', 'www.ebay.com//54727', 'www.ebay.com//48294', 'www.ebay.com//45270', 'www.ebay.com//42283', 'www.ebay.com//45222', 'www.ebay.com//43405', 'www.ebay.com//41948', 'www.ebay.com//42444', 'www.ebay.com//53690', 'www.ebay.com//44782', 'www.ebay.com//44726', 'www.gosale.com//1285', 'www.priceme.co.nz//1975', 'www.ebay.com//53073', 'www.ebay.com//44013', 'www.ebay.com//59510', 'www.ebay.com//54508', 'www.ebay.com//45280', 'www.ebay.com//45602', 'www.ebay.com//46484', 'www.ebay.com//59732', 'www.ebay.com//55016', 'www.ebay.com//54399', 'www.ebay.com//44339', 'www.ebay.com//47753', 'www.ebay.com//45612', 'www.ebay.com//54096', 'www.ebay.com//43271', 'www.ebay.com//54563'}"
canon,sl1,digital slr,18.0,3.0,,3.0,561.54,"{'www.ebay.com//43378', 'www.ebay.com//24084', 'www.ebay.com//53357', 'www.ebay.com//47722', 'www.ebay.com//47269', 'www.shopbot.com.au//417', 'www.gosale.com//1082', 'www.shopmania.in//998', 'www.ebay.com//56831', 'www.ebay.com//53725', 'www.ebay.com//60211', 'www.ebay.com//60739', 'www.ilgs.net//124', 'www.ebay.com//45456', 'www.ebay.com//60803', 'www.gosale.com//883', 'www.eglobalcentral.co.uk//320', 'www.shopbot.com.au//1334', 'www.ebay.com//52686', 'www.ebay.com//60172', 'www.ebay.com//48578', 'www.gosale.com//1117', 'www.priceme.co.nz//2146', 'www.ebay.com//46374', 'www.mypriceindia.com//725', 'www.ebay.com//59697', 'www.shopbot.com.au//430', 'www.ebay.com//46550', 'www.walmart.com//623', 'www.ebay.com//44900', 'www.ebay.com//45223', 'www.ebay.com//55663', 'cammarkt.com//152', 'www.ebay.com//43355', 'www.priceme.co.nz//1792', 'www.ebay.com//56867', 'www.ilgs.net//123', 'www.priceme.co.nz//1796', 'www.garricks.com.au//124', 'www.pricedekho.com//742', 'www.priceme.co.nz//1777', 'www.ebay.com//58800', 'www.garricks.com.au//74', 'www.garricks.com.au//4', 'www.walmart.com//687', 'www.ebay.com//46399', 'www.eglobalcentral.co.uk//148', 'www.ebay.com//42006', 'www.ebay.com//55251', 'cammarkt.com//224', 'www.ebay.com//23880', 'www.ebay.com//43528', 'www.buzzillions.com//2885', 'www.cambuy.com.au//80', 'www.ebay.com//56596', 'www.cambuy.com.au//75', 'www.priceme.co.nz//2279', 'www.shopbot.com.au//435', 'www.ebay.com//60414', 'www.ebay.com//55274', 'www.priceme.co.nz//1870', 'www.priceme.co.nz//1982', 'www.walmart.com//721', 'www.ebay.com//56336', 'www.ebay.com//56058', 'www.ebay.com//48206', 'www.cambuy.com.au//16', 'www.ebay.com//46191', 'www.shopmania.in//1251', 'www.ebay.com//58967', 'www.ebay.com//41995', 'www.ebay.com//43622', 'www.ebay.com//55603', 'www.gosale.com//1218', 'www.ebay.com//47621', 'www.ebay.com//54956', 'www.ebay.com//42731', 'www.mypriceindia.com//39', 'www.gosale.com//1307', 'www.ebay.com//43661', 'www.ebay.com//43614', 'www.ilgs.net//141', 'www.gosale.com//1438', 'www.pcconnection.com//12400', 'www.ebay.com//59699', 'www.buzzillions.com//2473', 'www.ebay.com//60210', 'www.shopbot.com.au//1251', 'www.ebay.com//47182', 'www.alibaba.com//37258', 'www.ebay.com//42130', 'www.ebay.com//45971', 'www.ebay.com//45674'}"
canon,10d,digital slr,6.3,,,1.8,,"{'www.ebay.com//44694', 'www.ebay.com//42395', 'www.ebay.com//47195', 'www.ebay.com//45812', 'www.ebay.com//56073', 'www.ebay.com//57038', 'www.ebay.com//54470', 'www.ebay.com//56328', 'www.ebay.com//44210', 'www.ebay.com//53158', 'www.ebay.com//55117', 'www.ebay.com//48378', 'www.ebay.com//59535', 'www.ebay.com//56225', 'www.ebay.com//53415', 'www.ebay.com//52827', 'www.ebay.com//42801', 'www.ebay.com//52955'}"
canon,10x,compact camera,20.0,,4.0,,,"{'buy.net//6705', 'buy.net//6504', 'buy.net//5690', 'buy.net//5532'}"
canon,t3,digital slr,12.2,3.0,3.0,2.7,430.56,"{'www.ebay.com//60709', 'www.ebay.com//59125', 'www.ebay.com//58508', 'www.ebay.com//53444', 'www.ebay.com//47838', 'www.ebay.com//53149', 'www.gosale.com//495', 'www.ebay.com//44466', 'www.ebay.com//59841', 'www.ebay.com//60178', 'www.ebay.com//55790', 'www.ebay.com//43631', 'www.ebay.com//45556', 'www.ebay.com//55682', 'www.ebay.com//24604', 'www.ebay.com//46626', 'www.ebay.com//59686', 'www.pricedekho.com//1237', 'www.ebay.com//42243', 'www.ebay.com//54259', 'www.ebay.com//54997', 'www.ebay.com//42184', 'www.ebay.com//45095', 'www.ebay.com//54017', 'www.priceme.co.nz//2263', 'www.ebay.com//44431', 'www.walmart.com//755', 'www.ebay.com//43438', 'www.ebay.com//46071', 'www.ebay.com//53890', 'www.ebay.com//59175', 'www.ebay.com//42183', 'www.ebay.com//60526', 'www.ebay.com//54993', 'www.priceme.co.nz//2045', 'www.ebay.com//55713', 'www.ebay.com//46333', 'www.ebay.com//46874', 'www.camerafarm.com.au//824', 'www.ebay.com//46843', 'www.ebay.com//59408', 'www.shopmania.in//1201', 'www.ebay.com//45895', 'www.ebay.com//54495', 'www.ebay.com//47511', 'www.ebay.com//45371', 'www.ebay.com//46938', 'www.ebay.com//56457', 'www.ebay.com//46796', 'www.ebay.com//54870', 'www.ebay.com//42667', 'www.ebay.com//55687', 'www.alibaba.com//29912', 'www.ebay.com//55381', 'www.ebay.com//57165', 'www.ebay.com//60308', 'www.ebay.com//56973', 'www.ebay.com//60205', 'www.ebay.com//60871', 'www.ebay.com//44050', 'www.ebay.com//43564', 'www.ebay.com//44967', 'www.ebay.com//47217', 'www.ebay.com//55874', 'www.ebay.com//53722', 'www.walmart.com//665', 'www.ebay.com//42174', 'www.ebay.com//55472', 'www.ebay.com//55982', 'www.ebay.com//48418', 'www.ebay.com//57531', 'www.ebay.com//55518', 'www.ebay.com//24267', 'www.ebay.com//56207', 'www.ebay.com//44965', 'www.ebay.com//54245', 'cammarkt.com//377', 'cammarkt.com//309', 'www.shopbot.com.au//291', 'www.ebay.com//42769', 'www.ebay.com//55325', 'www.walmart.com//666', 'www.ebay.com//54004', 'www.ebay.com//59961', 'www.ebay.com//23973', 'www.shopbot.com.au//241', 'www.ebay.com//47818', 'www.ebay.com//48612', 'www.ebay.com//57728', 'www.shopmania.in//1111', 'www.ebay.com//53994', 'www.ebay.com//43575', 'www.mypriceindia.com//112', 'www.ebay.com//54310', 'www.price-hunt.com//9922', 'www.flipkart.com//2261', 'www.ebay.com//42201', 'www.ebay.com//48063', 'www.flipkart.com//2246', 'www.ebay.com//55891', 'www.ebay.com//55219', 'www.gosale.com//749', 'www.ebay.com//53865', 'www.ebay.com//45863', 'www.ebay.com//44388', 'www.flipkart.com//2184', 'www.ebay.com//43247', 'www.ebay.com//48141', 'www.ebay.com//58594', 'www.ebay.com//54197', 'www.ebay.com//43674', 'www.ebay.com//48291', 'www.ebay.com//52896', 'www.ebay.com//48446', 'www.ebay.com//47416', 'www.ebay.com//55259', 'www.ebay.com//55761', 'www.ebay.com//53035', 'www.ebay.com//46584', 'www.ebay.com//60463', 'www.ebay.com//48553', 'www.ebay.com//56989', 'www.ebay.com//52700', 'www.ebay.com//46532', 'www.ebay.com//54275', 'www.ebay.com//55972', 'www.ebay.com//55006', 'www.ebay.com//58924', 'www.ebay.com//45173', 'www.ebay.com//56175', 'cammarkt.com//38', 'www.ebay.com//53213', 'www.pricedekho.com//766', 'www.ebay.com//43604', 'www.ebay.com//55239', 'www.ebay.com//45317', 'www.ebay.com//24059', 'www.ebay.com//54712', 'www.ebay.com//42362', 'www.ebay.com//54796', 'www.ebay.com//59937', 'www.ebay.com//53037', 'www.shopmania.in//1155', 'www.ebay.com//55537', 'www.camerafarm.com.au//745', 'www.ebay.com//46911', 'www.walmart.com//693', 'www.ebay.com//44530', 'www.ebay.com//58993', 'www.shopbot.com.au//1514', 'www.ebay.com//45688', 'www.ebay.com//44382', 'www.ebay.com//60114', 'www.ebay.com//58880', 'cammarkt.com//328', 'www.ebay.com//43865', 'www.ebay.com//55353', 'www.ebay.com//45121', 'www.ebay.com//44822', 'www.ebay.com//44862', 'www.ebay.com//55955', 'www.ebay.com//47019', 'www.ebay.com//45945', 'www.ebay.com//46300', 'www.ebay.com//58175', 'www.priceme.co.nz//2034', 'www.ebay.com//54377', 'www.camerafarm.com.au//788', 'www.ebay.com//60706', 'www.ebay.com//58851', 'www.ebay.com//46055', 'www.ebay.com//59927', 'www.buzzillions.com//1798', 'www.ebay.com//44049', 'www.ebay.com//48318', 'www.ebay.com//53707', 'www.ebay.com//59704', 'www.ebay.com//56314', 'www.ebay.com//43687', 'www.priceme.co.nz//2113', 'www.mypriceindia.com//34', 'www.ebay.com//58494', 'www.ebay.com//60120', 'www.ebay.com//58472', 'www.ebay.com//48982', 'www.ebay.com//53558', 'www.ebay.com//56584', 'www.ebay.com//42785', 'www.ebay.com//56574', 'www.ebay.com//47856', 'www.gosale.com//886', 'www.ebay.com//53490', 'www.priceme.co.nz//2019', 'www.gosale.com//919', 'www.ebay.com//43008', 'www.ebay.com//45482', 'www.ebay.com//47700'}"
canon,t5,digital slr,18.0,3.0,,3.0,374.34,"{'www.ebay.com//47792', 'www.ilgs.net//134', 'www.ebay.com//54202', 'www.ebay.com//54556', 'www.ebay.com//42761', 'www.ebay.com//47101', 'www.ebay.com//44425', 'www.ebay.com//53855', 'www.ebay.com//59343', 'www.shopmania.in//872', 'www.shopbot.com.au//271', 'www.mypriceindia.com//27', 'www.ebay.com//42166', 'www.ebay.com//55015', 'www.ebay.com//44244', 'www.ebay.com//24841', 'www.priceme.co.nz//5', 'www.ebay.com//45526', 'www.priceme.co.nz//2', 'www.ebay.com//44448', 'www.ebay.com//47656', 'www.ebay.com//41944', 'www.ebay.com//53658', 'www.price-hunt.com//9877', 'www.ebay.com//56224', 'www.shopbot.com.au//402', 'www.eglobalcentral.co.uk//471', 'www.flipkart.com//2176', 'www.ebay.com//47600', 'www.ebay.com//43455', 'www.ebay.com//43754', 'www.shopbot.com.au//388', 'www.ebay.com//45472', 'www.ebay.com//55309', 'www.ebay.com//56447', 'www.ebay.com//58402', 'www.ebay.com//43253', 'www.mypriceindia.com//7', 'www.ilgs.net//47', 'www.flipkart.com//2240', 'www.ebay.com//24201', 'www.ebay.com//45984', 'www.flipkart.com//2182', 'www.pcconnection.com//12420', 'www.shopbot.com.au//369', 'www.price-hunt.com//891', 'www.ebay.com//48362', 'www.ebay.com//57821', 'buy.net//6615', 'www.ebay.com//44886', 'www.ebay.com//54568', 'www.ebay.com//58571', 'www.cambuy.com.au//33', 'www.mypriceindia.com//692', 'www.ebay.com//59667', 'www.price-hunt.com//9828', 'www.cambuy.com.au//103', 'www.ebay.com//24723', 'www.mypriceindia.com//33', 'www.ebay.com//42284', 'www.ebay.com//53962', 'www.eglobalcentral.co.uk//608', 'www.ebay.com//54615', 'www.ebay.com//57090', 'www.flipkart.com//2193', 'www.ebay.com//59148', 'www.ebay.com//55586', 'www.ebay.com//54729', 'www.shopmania.in//1311', 'www.ebay.com//42299', 'www.walmart.com//672', 'www.mypriceindia.com//57', 'www.walmart.com//651', 'www.ebay.com//56847', 'www.ebay.com//24135', 'www.shopmania.in//1338', 'www.pricedekho.com//1198', 'www.ebay.com//53564', 'www.ebay.com//60412', 'www.ebay.com//43131', 'www.ebay.com//55456', 'www.ebay.com//44545', 'www.ebay.com//54185', 'www.priceme.co.nz//2349', 'www.priceme.co.nz//1914', 'www.ebay.com//60625', 'www.ebay.com//55624', 'www.priceme.co.nz//48', 'www.ebay.com//43160', 'www.ebay.com//60522', 'www.mypriceindia.com//697', 'www.priceme.co.nz//2246', 'www.eglobalcentral.co.uk//385', 'www.price-hunt.com//9820', 'www.ebay.com//44722', 'www.ebay.com//56872', 'www.ebay.com//60369', 'www.ebay.com//54176', 'www.ebay.com//56253'}"
