name,style,ounces,abv,ibu,brewery,city,state
Full Nelson Pale Ale,American Pale Ale (APA),12.0,5.9,60.0,Blue Mountain Brewery,Afton,VA
Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.0,6.5,30.0,Blue Mountain Brewery,Afton,VA
Blue Mountain Classic Lager,Euro Pale Lager,12.0,5.3,22.0,Blue Mountain Brewery,Afton,VA
Kölsch 151,Kölsch,12.0,4.9,16.0,Blue Mountain Brewery,Arrington,VA
Professor Black,American Stout,12.0,,,Blue Owl Brewing,Austin,TX
Little Boss,American Pale Wheat Ale,12.0,,,Blue Owl Brewing,Austin,TX
Van Dayum!,American Amber / Red Ale,12.0,,,Blue Owl Brewing,Austin,TX
Spirit Animal,American Pale Ale (APA),12.0,,,Blue Owl Brewing,Austin,TX
Toxic Sludge,American Black Ale,16.0,7.0,,Blue Point Brewing Company,Patchogue,NY
Blue Point White IPA,American White IPA,12.0,6.0,40.0,Blue Point Brewing Company,Patchogue,NY
Blue Point Summer Ale,American Blonde Ale,12.0,4.4,16.0,Blue Point Brewing Company,Patchogue,NY
Toasted Lager,Vienna Lager,12.0,5.5,28.0,Blue Point Brewing Company,Patchogue,NY
Bohemian Export Lager,Dortmunder / Export Lager,12.0,6.0,,Bohemian Brewery,Midvale,UT
Altus Bohemes Altbier,Altbier,12.0,5.3,,Bohemian Brewery,Midvale,UT
Cherny Bock,Schwarzbier,12.0,4.0,,Bohemian Brewery,Midvale,UT
Czech Pilsner,Czech Pilsener,12.0,5.0,,Bohemian Brewery,Midvale,UT
Viennese Lager,Vienna Lager,12.0,5.0,,Bohemian Brewery,Midvale,UT
Mad Manatee IPA,American IPA,12.0,6.5,,Bold City Brewery,Jacksonville,FL
Killer Whale Cream Ale,Cream Ale,12.0,5.5,,Bold City Brewery,Jacksonville,FL
Duke's Cold Nose Brown Ale,American Brown Ale,12.0,6.0,,Bold City Brewery,Jacksonville,FL
Longhop IPA,American IPA,16.0,4.2,30.0,Bolero Snort Brewery,Ridgefield Park,NJ
Lucky Buck,Irish Dry Stout,16.0,4.0,34.0,Bolero Snort Brewery,Ridgefield Park,NJ
Bomb Lager,Munich Helles Lager,12.0,5.1,,Bomb Beer Company,New York,NY
Firestarter India Pale Ale,American IPA,12.0,6.6,72.0,Bonfire Brewing Company,Eagle,CO
Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0,7.5,22.0,Bonfire Brewing Company,Eagle,CO
Wood Splitter Pilsner,Czech Pilsener,16.0,4.8,30.0,Bonfire Brewing Company,Eagle,CO
Gyptoberfest,Märzen / Oktoberfest,12.0,5.6,26.0,Bonfire Brewing Company,Eagle,CO
Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0,7.0,94.0,Bonfire Brewing Company,Eagle,CO
Slow & Steady Golden Ale,American Blonde Ale,12.0,4.7,,Bonfire Brewing Company,Eagle,CO
Pink-I Raspberry IPA,American IPA,16.0,6.8,,Bonfire Brewing Company,Eagle,CO
Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0,4.7,,Bonfire Brewing Company,Eagle,CO
Live Local Golden Ale,American Blonde Ale,12.0,4.7,,Bonfire Brewing Company,Eagle,CO
Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0,4.8,38.0,Bonfire Brewing Company,Eagle,CO
Dirtbag Dunkel,Munich Dunkel Lager,16.0,4.9,,Bonfire Brewing Company,Eagle,CO
Kindler Pale Ale,American Pale Ale (APA),12.0,5.3,45.0,Bonfire Brewing Company,Eagle,CO
Mistress Winter Wheat,Winter Warmer,12.0,6.4,,Bonfire Brewing Company,Eagle,CO
Tent Pole Vanilla Porter,American Porter,16.0,6.1,,Bonfire Brewing Company,Eagle,CO
Awry Rye Pale Ale,American Pale Ale (APA),12.0,5.8,,Bonfire Brewing Company,Eagle,CO
Demshitz Brown Ale,American Brown Ale,12.0,5.8,,Bonfire Brewing Company,Eagle,CO
Brush Creek Blonde,American Blonde Ale,16.0,4.8,,Bonfire Brewing Company,Eagle,CO
Noche Dulce,American Porter,16.0,7.1,16.0,Borderlands Brewing Company,Tucson,AZ
Porch Rocker,Radler,12.0,4.5,8.0,Boston Beer Company,Boston,MA
Rebel IPA,American IPA,16.0,6.5,45.0,Boston Beer Company,Boston,MA
Cold Snap,Witbier,12.0,5.5,,Boston Beer Company,Boston,MA
Samuel Adams Winter Lager,Bock,12.0,5.6,,Boston Beer Company,Boston,MA
Boston Lager,Vienna Lager,16.0,4.9,30.0,Boston Beer Company,Boston,MA
Samuel Adams Octoberfest,Märzen / Oktoberfest,12.0,5.3,15.0,Boston Beer Company,Boston,MA
Samuel Adams Summer Ale,American Pale Wheat Ale,12.0,5.3,7.0,Boston Beer Company,Boston,MA
Hazed & Infused,American Pale Ale (APA),12.0,4.9,35.0,Boulder Beer Company,Boulder,CO
Hoopla Pale Ale,American Pale Ale (APA),12.0,5.7,35.0,Boulder Beer Company,Boulder,CO
Heavy Lifting,American IPA,12.0,6.2,80.0,Boulevard Brewing Company,Kansas City,MO
1492,American Pale Ale (APA),12.0,6.5,,Boxcar Brewing Company,West Chester,PA
Mango Ginger,American IPA,12.0,5.8,,Boxcar Brewing Company,West Chester,PA
Passenger,English Dark Mild Ale,12.0,4.7,,Boxcar Brewing Company,West Chester,PA
Plum St. Porter,American Porter,12.0,6.0,52.0,Bozeman Brewing Company,Bozeman,MT
Bozone HopZone IPA,American IPA,12.0,7.0,80.0,Bozeman Brewing Company,Bozeman,MT
Bozone Hefe Weizen,Hefeweizen,12.0,6.0,25.0,Bozeman Brewing Company,Bozeman,MT
Bozone Select Amber Ale,American Amber / Red Ale,12.0,5.5,,Bozeman Brewing Company,Bozeman,MT
Evil Owl,American Amber / Red Ale,12.0,5.2,40.0,Branchline Brewing Company,San Antonio,TX
Post Time Kölsch,Kölsch,16.0,5.0,,Breakside Brewery,Portland,OR
Agave Wheat,American Pale Wheat Ale,12.0,4.2,9.0,Breckenridge Brewery,Denver,CO
SummerBright Ale,American Pale Wheat Ale,12.0,4.5,15.0,Breckenridge Brewery,Denver,CO
Lucky U IPA,American IPA,12.0,6.2,68.0,Breckenridge Brewery,Denver,CO
Avalanche Ale,American Amber / Red Ale,12.0,5.4,19.0,Breckenridge Brewery,Denver,CO
"You're My Boy, Blue",Fruit / Vegetable Beer,12.0,5.0,,Brew Bus Brewing,Tampa,FL
Last Stop IPA,American IPA,12.0,7.2,60.0,Brew Bus Brewing,Tampa,FL
Rollin Dirty Red Ale,Irish Red Ale,12.0,5.0,21.0,Brew Bus Brewing,Tampa,FL
Are Wheat There Yet?,American Pale Wheat Ale,12.0,5.5,28.0,Brew Bus Brewing,Tampa,FL
Insert Hop Reference,American Pale Ale (APA),16.0,5.8,,Brew Link Brewing,Plainfield,IN
Manitou Amber,American Amber / Red Ale,16.0,5.3,,Brewery Terra Firma,Traverse City,MI
Belfort,Saison / Farmhouse Ale,16.0,6.7,,Brewery Vivant,Grand Rapids,MI
Star Runner,Belgian Pale Ale,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
Tart Side of the Barrel,American Double / Imperial Stout,16.0,9.8,,Brewery Vivant,Grand Rapids,MI
Linnaeus Mango IPA,American IPA,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
Beasts A'Burnin',Rauchbier,16.0,7.0,,Brewery Vivant,Grand Rapids,MI
Verdun,Bière de Garde,16.0,7.7,,Brewery Vivant,Grand Rapids,MI
Barrel Aged Triomphe,Belgian IPA,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Cherry Doppelbock,Doppelbock,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Tropical Saison,Saison / Farmhouse Ale,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Beach Patrol,Witbier,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Nuit Serpent,Belgian IPA,16.0,5.0,,Brewery Vivant,Grand Rapids,MI
Paris,Saison / Farmhouse Ale,16.0,9.0,,Brewery Vivant,Grand Rapids,MI
The Grand Army,Belgian IPA,16.0,5.5,,Brewery Vivant,Grand Rapids,MI
Acidulated Trip,Saison / Farmhouse Ale,16.0,5.9,,Brewery Vivant,Grand Rapids,MI
Root Stock,Rye Beer,16.0,6.6,,Brewery Vivant,Grand Rapids,MI
Mind Games,Dunkelweizen,16.0,4.1,,Brewery Vivant,Grand Rapids,MI
Sous Chef,Belgian Strong Pale Ale,16.0,8.2,,Brewery Vivant,Grand Rapids,MI
Dubbelicious,Dubbel,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Psychopomp,Belgian Dark Ale,16.0,6.2,,Brewery Vivant,Grand Rapids,MI
Fat Paczki,Belgian Dark Ale,16.0,,,Brewery Vivant,Grand Rapids,MI
Earth-Like Planets,Belgian Pale Ale,16.0,,,Brewery Vivant,Grand Rapids,MI
Ski Patrol,Witbier,16.0,6.1,,Brewery Vivant,Grand Rapids,MI
Viking Ice Hole,Oatmeal Stout,16.0,6.3,,Brewery Vivant,Grand Rapids,MI
Rye Porter,American Porter,16.0,5.6,,Brewery Vivant,Grand Rapids,MI
Wizard Burial Ground,Quadrupel (Quad),16.0,9.9,,Brewery Vivant,Grand Rapids,MI
Smoky Wheat,Rauchbier,16.0,5.1,,Brewery Vivant,Grand Rapids,MI
BRIPA,Belgian IPA,16.0,6.2,,Brewery Vivant,Grand Rapids,MI
Mela,Belgian Dark Ale,16.0,6.2,,Brewery Vivant,Grand Rapids,MI
W.I.P.A Snappa,Belgian IPA,16.0,5.3,,Brewery Vivant,Grand Rapids,MI
Pepper in the Rye,Rye Beer,16.0,6.3,,Brewery Vivant,Grand Rapids,MI
Moe Lasses',American Stout,16.0,6.4,,Brewery Vivant,Grand Rapids,MI
Pumpkin Tart,Fruit / Vegetable Beer,16.0,7.0,,Brewery Vivant,Grand Rapids,MI
Undertaker,Belgian Dark Ale,16.0,6.7,,Brewery Vivant,Grand Rapids,MI
Coq D'Or,Belgian Pale Ale,16.0,5.0,,Brewery Vivant,Grand Rapids,MI
North French,Bière de Garde,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
Agent a Deux,Belgian Dark Ale,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Belgian Wit,Witbier,16.0,4.5,,Brewery Vivant,Grand Rapids,MI
Pothole Stout,American Stout,16.0,6.3,,Brewery Vivant,Grand Rapids,MI
Tree Bucket,Belgian IPA,16.0,9.3,,Brewery Vivant,Grand Rapids,MI
Le Flaneur Ale,American Wild Ale,16.0,7.3,,Brewery Vivant,Grand Rapids,MI
Maize & Blueberry,Fruit / Vegetable Beer,16.0,5.6,,Brewery Vivant,Grand Rapids,MI
Trebuchet Double IPA,American Double / Imperial IPA,16.0,9.3,,Brewery Vivant,Grand Rapids,MI
Contemplation,Bière de Garde,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Black Rabbit,American Black Ale,16.0,5.0,,Brewery Vivant,Grand Rapids,MI
Zaison,Saison / Farmhouse Ale,16.0,9.0,,Brewery Vivant,Grand Rapids,MI
Vivant Tripel,Tripel,16.0,8.2,,Brewery Vivant,Grand Rapids,MI
Tart Side of the Moon,Belgian Dark Ale,16.0,9.8,,Brewery Vivant,Grand Rapids,MI
Big Red Coq,American Amber / Red Ale,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0,9.9,,Brewery Vivant,Grand Rapids,MI
Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0,9.5,,Brewery Vivant,Grand Rapids,MI
Escoffier Bretta Ale,American Wild Ale,16.0,9.2,,Brewery Vivant,Grand Rapids,MI
Vivant Belgian Style Imperial Stout,Russian Imperial Stout,16.0,9.9,,Brewery Vivant,Grand Rapids,MI
Kludde,Belgian Strong Dark Ale,16.0,8.5,,Brewery Vivant,Grand Rapids,MI
Farm Hand,Saison / Farmhouse Ale,16.0,5.5,,Brewery Vivant,Grand Rapids,MI
Solitude,Belgian Pale Ale,16.0,6.0,,Brewery Vivant,Grand Rapids,MI
Triomphe,Belgian IPA,16.0,6.5,,Brewery Vivant,Grand Rapids,MI
Tampa Pale Ale,American Pale Ale (APA),12.0,,,Brindle Dog Brewing Company,Tampa Bay,FL
Orange Grove Wheat Ale,American Pale Wheat Ale,12.0,,,Brindle Dog Brewing Company,Tampa Bay,FL
Broad Brook Ale,American Amber / Red Ale,16.0,6.1,,Broad Brook Brewing LLC,East Windsor,CT
Northern Lights Amber Ale,American Amber / Red Ale,12.0,5.0,15.0,Broken Tooth Brewing Company,Anchorage,AK
Polar Pale Ale,American Pale Ale (APA),12.0,5.2,17.0,Broken Tooth Brewing Company,Anchorage,AK
Chugach Session Ale,Cream Ale,12.0,4.8,,Broken Tooth Brewing Company,Anchorage,AK
Fairweather IPA,American IPA,12.0,6.1,64.0,Broken Tooth Brewing Company,Anchorage,AK
East India Pale Ale,English India Pale Ale (IPA),16.0,6.8,47.0,Brooklyn Brewery,Brooklyn,NY
Brooklyn Summer Ale,English Pale Mild Ale,12.0,4.5,,Brooklyn Brewery,Brooklyn,NY
Brooklyn Lager,American Amber / Red Lager,16.0,5.2,,Brooklyn Brewery,Brooklyn,NY
Tour de Nez Belgian IPA,Belgian IPA,16.0,8.0,,Buckbean Brewing Company,Reno,NV
Roler Bock,Maibock / Helles Bock,16.0,,,Buckbean Brewing Company,Reno,NV
Black Adder IBA,American Black Ale,16.0,7.3,85.0,Buckbean Brewing Company,Reno,NV
Very Noddy Lager,Schwarzbier,16.0,9.9,,Buckbean Brewing Company,Reno,NV
Tule Duck Red Ale,American Amber / Red Ale,16.0,6.2,42.0,Buckbean Brewing Company,Reno,NV
Original Orange Blossom Ale,Herbed / Spiced Beer,16.0,5.8,35.0,Buckbean Brewing Company,Reno,NV
Black Noddy Lager,Schwarzbier,16.0,5.2,40.0,Buckbean Brewing Company,Reno,NV
Cleveland Beer Week 2013,Munich Helles Lager,16.0,5.3,,Buckeye Brewing,Cleveland,OH
Painted Turtle,American Pale Ale (APA),12.0,4.5,,BuckleDown Brewing,Lyons,IL
1836,American Blonde Ale,12.0,6.0,40.0,Buffalo Bayou Brewing Company,Houston,TX
Summer's Wit,Witbier,12.0,6.0,20.0,Buffalo Bayou Brewing Company,Houston,TX
More Cowbell,American Double / Imperial IPA,16.0,9.0,118.0,Buffalo Bayou Brewing Company,Houston,TX
Wrath of Pele,American Brown Ale,16.0,6.5,,Burn 'Em Brewing,Michigan City,IN
Black Beer'd,American Black Ale,16.0,6.8,,Burn 'Em Brewing,Michigan City,IN
Mr. Tea,Fruit / Vegetable Beer,24.0,7.8,,Burn 'Em Brewing,Michigan City,IN
Pale Alement,American Pale Ale (APA),12.0,5.5,40.0,Burn 'Em Brewing,Michigan City,IN
Hopkick Dropkick,American Double / Imperial IPA,12.0,9.9,115.0,Burn 'Em Brewing,Michigan City,IN
Kreamed Corn,Cream Ale,12.0,6.0,,Burn 'Em Brewing,Michigan City,IN
Coconoats,American Pale Wheat Ale,16.0,6.5,,Burn 'Em Brewing,Michigan City,IN
Joey Wheat,American Pale Wheat Ale,16.0,6.8,16.0,Burn 'Em Brewing,Michigan City,IN
3:33 Black IPA,American IPA,16.0,7.2,86.0,Burn 'Em Brewing,Michigan City,IN
MCA,American IPA,16.0,6.8,,Burn 'Em Brewing,Michigan City,IN
Couch Select Lager,American Pale Lager,12.0,5.0,14.0,Burnside Brewing Co.,Portland,OR
Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0,5.6,36.0,Butcher's Brewing,Carlsbad,CA
Heinnieweisse Weissebier,Hefeweizen,12.0,4.9,,Butternuts Beer and Ale,Garrattsville,NY
Snapperhead IPA,American IPA,12.0,6.8,,Butternuts Beer and Ale,Garrattsville,NY
Moo Thunder Stout,Milk / Sweet Stout,12.0,4.9,,Butternuts Beer and Ale,Garrattsville,NY
Porkslap Pale Ale,American Pale Ale (APA),12.0,4.3,,Butternuts Beer and Ale,Garrattsville,NY
Blackbeard,American Double / Imperial Stout,12.0,9.3,,COAST Brewing Company,Charleston,SC
Rye Knot,American Brown Ale,12.0,6.2,,COAST Brewing Company,Charleston,SC
Dead Arm,American Pale Ale (APA),12.0,6.0,,COAST Brewing Company,Charleston,SC
32°/50° Kölsch,Kölsch,16.0,4.8,,COAST Brewing Company,Charleston,SC
HopArt,American IPA,16.0,7.7,,COAST Brewing Company,Charleston,SC
Boy King,American Double / Imperial IPA,16.0,9.7,,COAST Brewing Company,Charleston,SC
Gran Sport,American Porter,16.0,5.2,,COOP Ale Works,Oklahoma City,OK
Horny Toad Cerveza,American Blonde Ale,16.0,5.3,25.0,COOP Ale Works,Oklahoma City,OK
Native Amber,American Amber / Red Ale,16.0,6.3,35.0,COOP Ale Works,Oklahoma City,OK
F5 IPA,American IPA,16.0,6.8,100.0,COOP Ale Works,Oklahoma City,OK
Hopportunity Knocks IPA,American IPA,12.0,6.8,100.0,Caldera Brewing Company,Ashland,OR
Pilot Rock Porter,American Porter,12.0,6.0,,Caldera Brewing Company,Ashland,OR
Caldera Pale Ale,American Pale Ale (APA),12.0,5.6,55.0,Caldera Brewing Company,Ashland,OR
Lawnmower Lager,American Adjunct Lager,12.0,3.9,16.0,Caldera Brewing Company,Ashland,OR
Ashland Amber Ale,American Amber / Red Ale,12.0,5.4,24.0,Caldera Brewing Company,Ashland,OR
Caldera IPA,American IPA,12.0,6.1,94.0,Caldera Brewing Company,Ashland,OR
Remain in Light,American Pilsner,12.0,5.0,,Cambridge Brewing Company,Cambridge,MA
Flower Child,American IPA,12.0,6.5,,Cambridge Brewing Company,Cambridge,MA
THP White,Witbier,12.0,,,Cans Bar and Canteen,Charlotte,NC
THP Amber,American Amber / Red Ale,12.0,,,Cans Bar and Canteen,Charlotte,NC
THP Light,American Blonde Ale,12.0,,,Cans Bar and Canteen,Charlotte,NC
THP Dark,English Dark Mild Ale,12.0,,,Cans Bar and Canteen,Charlotte,NC
Imperial Pumpkin Stout,Pumpkin Ale,16.0,9.9,43.0,Cape Ann Brewing Company,Gloucester,MA
Dead-Eye DIPA,American Double / Imperial IPA,16.0,9.0,130.0,Cape Ann Brewing Company,Gloucester,MA
Fisherman's IPA,American IPA,12.0,5.5,64.0,Cape Ann Brewing Company,Gloucester,MA
Fisherman's Pils,German Pilsener,12.0,5.4,35.0,Cape Ann Brewing Company,Gloucester,MA
Fisherman's Brew,American Amber / Red Ale,12.0,5.5,30.0,Cape Ann Brewing Company,Gloucester,MA
Cape Cod Red,American Amber / Red Ale,16.0,5.5,35.0,Cape Cod Beer,Hyannis,MA
Dark Voyage Black IPA,American Black Ale,12.0,6.5,80.0,Capital Brewery,Middleton,WI
Wisconsin Amber,Vienna Lager,12.0,5.2,28.0,Capital Brewery,Middleton,WI
Lake House,Munich Helles Lager,12.0,4.6,18.0,Capital Brewery,Middleton,WI
Ghost Ship White IPA,American IPA,12.0,5.6,55.0,Capital Brewery,Middleton,WI
Mutiny IPA,American IPA,12.0,6.2,70.0,Capital Brewery,Middleton,WI
Island Wheat,American Pale Wheat Ale,12.0,4.2,,Capital Brewery,Middleton,WI
U.S. Pale Ale,American Pale Ale (APA),12.0,5.0,,Capital Brewery,Middleton,WI
Supper Club Lager,American Pale Lager,12.0,,,Capital Brewery,Middleton,WI
Carolina Lighthouse,American Blonde Ale,12.0,4.0,,Carolina Beer & Beverage,Mooresville,NC
Carolina Blonde,American Blonde Ale,12.0,5.0,,Carolina Beer & Beverage,Mooresville,NC
Carolina Blonde Light,American Blonde Ale,12.0,3.5,,Carolina Beer & Beverage,Mooresville,NC
Santa's Secret,Winter Warmer,16.0,5.9,22.0,Carolina Brewery,Pittsboro,NC
Flagship IPA,English India Pale Ale (IPA),12.0,5.7,,Carolina Brewery,Pittsboro,NC
Sky Blue Golden Ale,Kölsch,12.0,5.1,,Carolina Brewery,Pittsboro,NC
Epitome,American Black Ale,16.0,9.9,100.0,Carton Brewing Company,Atlantic Highlands,NJ
Monkey Chased the Weasel,Berliner Weissbier,16.0,3.9,9.0,Carton Brewing Company,Atlantic Highlands,NJ
077XX,American Double / Imperial IPA,16.0,7.8,80.0,Carton Brewing Company,Atlantic Highlands,NJ
Boat Beer,American IPA,12.0,4.2,35.0,Carton Brewing Company,Atlantic Highlands,NJ
Granny Smith Hard Apple Cider,Cider,16.0,6.9,,Cascadia Ciderworks United,Portland,OR
Dry Hard Apple Cider,Cider,16.0,6.9,,Cascadia Ciderworks United,Portland,OR
Farmer Ted's Cream Ale,Cream Ale,12.0,5.6,,Catawba Brewing Company,Morganton,NC
Firewater India Pale Ale,American IPA,12.0,5.2,,Catawba Brewing Company,Morganton,NC
White Zombie Ale,Witbier,12.0,4.7,,Catawba Brewing Company,Morganton,NC
King Winterbolt Winter Ale,Winter Warmer,12.0,7.0,,Catawba Brewing Company,Morganton,NC
Farmer Ted's Farmhouse Cream Ale,Cream Ale,12.0,5.6,,Catawba Brewing Company,Morganton,NC
Whitecap Wit,Witbier,16.0,4.8,16.0,Catawba Island Brewing,Port Clinton,OH
Seiche Scottish Ale,Scottish Ale,16.0,7.8,16.0,Catawba Island Brewing,Port Clinton,OH
Peanut Butter Jelly Time,American Brown Ale,12.0,5.8,,Catawba Valley Brewing Company,Morganton,NC
King Coconut,American Porter,12.0,5.4,,Catawba Valley Brewing Company,Morganton,NC
Gone A-Rye,American Double / Imperial IPA,16.0,8.5,90.0,Cedar Creek Brewery,Seven Points,TX
Special Release,,16.0,,,Cedar Creek Brewery,Seven Points,TX
Dankosaurus,American IPA,16.0,6.8,70.0,Cedar Creek Brewery,Seven Points,TX
Scruffy's Smoked Alt,Smoked Beer,16.0,5.1,35.0,Cedar Creek Brewery,Seven Points,TX
Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0,5.1,36.0,Cedar Creek Brewery,Seven Points,TX
The Lawn Ranger,Cream Ale,16.0,5.0,18.0,Cedar Creek Brewery,Seven Points,TX
All American Blonde Ale,American Blonde Ale,12.0,5.0,,Centennial Beer Company,Edwards,CO
All American Red Ale,American Amber / Red Ale,12.0,5.0,,Centennial Beer Company,Edwards,CO
Main St. Virginia Ale,Altbier,12.0,5.0,40.0,Center of the Universe Brewing C...,Ashland,VA
Chin Music Amber Lager,American Amber / Red Lager,12.0,4.5,24.0,Center of the Universe Brewing C...,Ashland,VA
Ray Ray’s Pale Ale,American Pale Ale (APA),12.0,5.2,42.0,Center of the Universe Brewing C...,Ashland,VA
Chai Ale,Herbed / Spiced Beer,16.0,5.1,15.0,Central Coast Brewing Company,San Luis Obispo,CA
Lucky Day IPA,American IPA,16.0,7.2,85.0,Central Coast Brewing Company,San Luis Obispo,CA
Terrace Hill Double IPA,American Double / Imperial IPA,16.0,9.5,99.0,Central Coast Brewing Company,San Luis Obispo,CA
Catch 23,American Black Ale,16.0,7.5,77.0,Central Coast Brewing Company,San Luis Obispo,CA
Stickin' In My Rye,Rye Beer,24.0,7.0,,Champion Brewing Company,Charlottesville,VA
Black Me Stout,American Stout,12.0,6.0,45.0,Champion Brewing Company,Charlottesville,VA
Killer Kolsch,Kölsch,12.0,5.0,22.0,Champion Brewing Company,Charlottesville,VA
Missile IPA,American IPA,12.0,7.0,65.0,Champion Brewing Company,Charlottesville,VA
Enlighten,Kölsch,16.0,4.5,,Chapman's Brewing,Angola,IN
Ale Cider,Fruit / Vegetable Beer,16.0,6.5,8.0,Chapman's Brewing,Angola,IN
Pail Ale,American Pale Ale (APA),16.0,5.5,30.0,Chapman's Brewing,Angola,IN
Englishman,English Brown Ale,16.0,4.5,,Chapman's Brewing,Angola,IN
8 Barrel,American Strong Ale,16.0,8.0,69.0,Chatham Brewing,Chatham,NY
Oktoberfest,Märzen / Oktoberfest,16.0,5.5,40.0,Chatham Brewing,Chatham,NY
IPA #11,American IPA,16.0,5.7,58.0,Cheboygan Brewing Company,Cheboygan,MI
Blood Orange Honey,Fruit / Vegetable Beer,16.0,5.7,10.0,Cheboygan Brewing Company,Cheboygan,MI
Lighthouse Amber,Altbier,16.0,5.2,,Cheboygan Brewing Company,Cheboygan,MI
Bay of Bengal Double IPA,American Double / Imperial IPA,12.0,8.9,126.0,Christian Moerlein Brewing Company,Cincinnati,OH
Churchkey Pilsner Style Beer,American Pilsner,12.0,4.9,29.0,Churchkey Can Company,Seattle,WA
First Press,Cider,12.0,5.0,,Ciderboys,Stevens Point,WI
Magic Apple,Cider,12.0,5.0,,Ciderboys,Stevens Point,WI
Cubano Espresso,Bock,12.0,5.5,25.0,Cigar City Brewing Company,Tampa,FL
Operation Homefront,American IPA,12.0,6.2,65.0,Cigar City Brewing Company,Tampa,FL
Wandering Pelican,American Black Ale,12.0,8.2,65.0,Cigar City Brewing Company,Tampa,FL
Sugar Plum,American Brown Ale,12.0,5.5,,Cigar City Brewing Company,Tampa,FL
Puppy's Breath Porter,American Porter,12.0,6.0,,Cigar City Brewing Company,Tampa,FL
Happening Now,American IPA,12.0,4.5,,Cigar City Brewing Company,Tampa,FL
Hopped on the High Seas,American IPA,12.0,7.0,60.0,Cigar City Brewing Company,Tampa,FL
Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0,6.3,,Cigar City Brewing Company,Tampa,FL
Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,7.0,60.0,Cigar City Brewing Company,Tampa,FL
Gwar Beer,American Pale Ale (APA),12.0,5.5,,Cigar City Brewing Company,Tampa,FL
Tropical Heatwave,American Pale Wheat Ale,16.0,5.2,,Cigar City Brewing Company,Tampa,FL
Humidor Series India Pale Ale,American IPA,12.0,7.5,70.0,Cigar City Brewing Company,Tampa,FL
