name,sex,age,height,weight,country,sport
"Dionisio Augustine, II",M,24.0,153.0,65.0,Micronesia,Swimming
Samuel Carmona Heredia,M,20.0,162.0,49.0,Spain,Boxing
David Svoboda,M,31.0,183.0,76.0,Czech Republic,Modern Pentathlon
Prakash Nanjappa,M,40.0,175.0,85.0,India,Shooting
Gesa Felicitas Krause,F,24.0,167.0,51.0,Germany,Athletics
Kvin Crovetto,M,24.0,183.0,81.0,Monaco,Gymnastics
Jitu Rai,M,28.0,160.0,64.0,India,Shooting
"Christopher ""Chris"" O'Hare",M,25.0,178.0,63.0,UK,Athletics
Anton Yordanov Rizov,M,28.0,170.0,75.0,Bulgaria,Shooting
Christania Williams,F,21.0,165.0,63.0,Jamaica,Athletics
Haithem Mahmoud Ahmed Mahmoud Fahmy,M,24.0,154.0,59.0,Egypt,Wrestling
Conor James Dwyer,M,27.0,196.0,89.0,USA,Swimming
Amina Kajtaz,F,19.0,173.0,62.0,Bosnia and Herzegovina,Swimming
Sajjad Mardani,M,28.0,198.0,96.0,Iran,Taekwondo
Julia Sebastin,F,22.0,178.0,70.0,Argentina,Swimming
Joonas Lindgren,M,30.0,170.0,65.0,Finland,Sailing
Lauren Schmetterling,F,28.0,180.0,77.0,USA,Rowing
Ali Faez Atia,M,21.0,180.0,75.0,Iraq,Football
Christine Majerus,F,29.0,174.0,57.0,Luxembourg,Cycling
Aleksandr Igorevich Shibayev,M,25.0,192.0,80.0,Russia,Table Tennis
Werner Kok,M,23.0,180.0,91.0,South Africa,Rugby Sevens
Casey Patterson,M,36.0,198.0,89.0,USA,Beach Volleyball
Josef Dostl,M,23.0,202.0,115.0,Czech Republic,Canoeing
Felipe Tapa Salinas,M,21.0,176.0,70.0,Chile,Swimming
Kristina Brring-Sprehe,F,29.0,168.0,54.0,Germany,Equestrianism
Taimuraz Friev Naskidaeva,M,29.0,176.0,84.0,Spain,Wrestling
Oussama Sahnoune,M,24.0,190.0,90.0,Algeria,Swimming
Pavel Aleksandrovich Ilyashenko,M,26.0,181.0,76.0,Kazakhstan,Modern Pentathlon
Isabel Cristina Romero Benitez,F,20.0,161.0,62.0,Colombia,Rugby Sevens
Natalie Rooney,F,28.0,181.0,95.0,New Zealand,Shooting
Romy Kasper,F,28.0,173.0,59.0,Germany,Cycling
Jeanine Gmelin,F,26.0,170.0,72.0,Switzerland,Rowing
Bernardo de Souza Oliveira,M,23.0,173.0,70.0,Brazil,Archery
Sebastin Morales Mendoza,M,21.0,171.0,65.0,Colombia,Diving
Majed Al-Din Tarad Ghazal Al-Din,M,29.0,205.0,72.0,Syria,Athletics
Lasse Vibe,M,29.0,184.0,75.0,Denmark,Football
Lara Grangeon,F,24.0,173.0,60.0,France,Swimming
Igor Zelenay,M,33.0,198.0,88.0,Slovakia,Tennis
Julia Reinprecht,F,25.0,161.0,55.0,USA,Hockey
Zhang Yufei,F,18.0,174.0,57.0,China,Swimming
Margarita Abdullayevna Mamun,F,20.0,170.0,50.0,Russia,Rhythmic Gymnastics
Kristine Lunde-Borgersen,F,36.0,181.0,67.0,Norway,Handball
Liam Benjamin Pitchford,M,23.0,186.0,67.0,UK,Table Tennis
Gemma Beadsworth,F,29.0,180.0,78.0,Australia,Water Polo
Kristna Fleissnerov,F,23.0,173.0,64.0,Czech Republic,Rowing
Nouchka Fontijn,F,28.0,180.0,75.0,Netherlands,Boxing
Susana Cristina Sade da Costa,F,31.0,178.0,63.0,Portugal,Athletics
Gor Minasyan,M,21.0,180.0,140.0,Armenia,Weightlifting
Aleksandra Vyacheslavovna Patskevich,F,27.0,169.0,69.0,Russia,Synchronized Swimming
Lydia Chebet Rotich,F,27.0,157.0,45.0,Kenya,Athletics
Lauren Wilkinson,F,26.0,180.0,75.0,Canada,Rowing
Inika McPherson,F,29.0,165.0,52.0,USA,Athletics
Alberto Ramos Violas,M,28.0,188.0,80.0,Spain,Tennis
Yana Volodymyrivna Shemiakina,F,30.0,168.0,60.0,Ukraine,Fencing
Carlos Eduardo Ramadan Paro,M,37.0,179.0,76.0,Brazil,Equestrianism
Lisa Schmidla,F,25.0,173.0,76.0,Germany,Rowing
Samia Mohamed Hagrass Ahmed,F,20.0,170.0,57.0,Egypt,Synchronized Swimming
Inna Vyacheslavovna Trazhukova,F,25.0,170.0,63.0,Russia,Wrestling
Joris Van Springel,M,53.0,171.0,69.0,Belgium,Equestrianism
Mykola Valeriyovych Butsenko,M,25.0,170.0,56.0,Ukraine,Boxing
Kayla McAlister,F,27.0,169.0,70.0,New Zealand,Rugby Sevens
Brett Robinson,M,25.0,176.0,60.0,Australia,Athletics
Mokgadi Caster Semenya,F,25.0,178.0,70.0,South Africa,Athletics
Olqa Senyuk,F,25.0,175.0,53.0,Azerbaijan,Archery
Lena Kreundl,F,18.0,174.0,69.0,Austria,Swimming
Regan Ware,M,21.0,184.0,93.0,New Zealand,Rugby Sevens
Ippei Watanabe,M,19.0,193.0,76.0,Japan,Swimming
ivil Vaiciukeviit,F,20.0,164.0,54.0,Lithuania,Athletics
Facundo Conte,M,26.0,197.0,88.0,Argentina,Volleyball
Hasanboy Dusmatov,M,23.0,156.0,49.0,Uzbekistan,Boxing
Gabriela Mosqueira Benitez,F,26.0,163.0,60.0,Paraguay,Rowing
Paolo Pizzo,M,33.0,180.0,70.0,Italy,Fencing
Vladislav Vadimovich Ryabtsev,M,28.0,196.0,96.0,Russia,Rowing
Sovijja Pou,M,21.0,169.0,62.0,Cambodia,Swimming
Stphanie Fotso Mogoung,F,28.0,184.0,78.0,Cameroon,Volleyball
Seabelo Mohanoe Senatla,M,23.0,177.0,82.0,South Africa,Rugby Sevens
Con Foley,M,23.0,188.0,90.0,Australia,Rugby Sevens
Dumitru Captari,M,27.0,168.0,79.0,Romania,Weightlifting
Veronika Kozelsk-Fenclov,F,35.0,171.0,70.0,Czech Republic,Sailing
Andrea Micheletti,M,25.0,187.0,70.0,Italy,Rowing
Sander Sebastiaan de Wijn,M,26.0,183.0,78.0,Netherlands,Hockey
Luka Janei,M,20.0,192.0,80.0,Slovenia,Athletics
Lindiwe Magwede,F,24.0,176.0,59.0,Zimbabwe,Football
Ludovic Henry,M,47.0,195.0,88.0,France,Equestrianism
"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,31.0,170.0,64.0,USA,Football
Maksim Averin,M,30.0,189.0,75.0,Azerbaijan,Cycling
Karri McMahon,F,24.0,177.0,70.0,Australia,Hockey
Samantha Jane Stosur,F,32.0,175.0,68.0,Australia,Tennis
Zoya Sergeyevna Ananchenko,F,19.0,165.0,67.0,Kazakhstan,Canoeing
Merle van Benthem,F,23.0,170.0,68.0,Netherlands,Cycling
Ren Enders,M,29.0,165.0,77.0,Germany,Cycling
Prevdorjiin Orkhon,F,22.0,163.0,63.0,Mongolia,Wrestling
Martina Strutz,F,34.0,159.0,58.0,Germany,Athletics
Alberto Ezequiel Melin,M,26.0,170.0,56.0,Argentina,Boxing
Anhelina Anatolivna Kysla,F,25.0,158.0,49.0,Ukraine,Gymnastics
Daniel Teklehaymanot Girmazion,M,27.0,188.0,71.0,Eritrea,Cycling
Allan Julie,M,39.0,181.0,91.0,Seychelles,Sailing
Akela Jones,F,21.0,186.0,77.0,Barbados,Athletics
Joseph Polossifakis,M,25.0,178.0,77.0,Canada,Fencing
Amanda Maria Kurtovic,F,25.0,175.0,71.0,Norway,Handball
Alba Torrens Salom,F,26.0,195.0,80.0,Spain,Basketball
Rommel Agmed Pacheco Manrufo,M,30.0,167.0,65.0,Mexico,Diving
Kelley Maureen O'Hara,F,27.0,165.0,58.0,USA,Football
Anfisa Sergiivna Pochkalova,F,26.0,178.0,70.0,Ukraine,Fencing
Simon Wachira,M,32.0,170.0,65.0,Kenya,Athletics
Jonna Andersson,F,23.0,167.0,61.0,Sweden,Football
Mariya Dmitriyenko,F,28.0,167.0,56.0,Kazakhstan,Shooting
Martina Cavallero,F,26.0,163.0,58.0,Argentina,Hockey
Auriol Dongmo Mekemnang,F,26.0,173.0,95.0,Cameroon,Athletics
Ishmail Dudu Kamara,M,19.0,,,Sierra Leone,Athletics
Sunil Sowmarpet Vitalacharya,M,27.0,176.0,68.0,India,Hockey
Susanna Elisabeth Kallur,F,35.0,170.0,62.0,Sweden,Athletics
Noura Mohamed,F,18.0,173.0,60.0,Egypt,Fencing
Jonas Valaninas,M,24.0,213.0,120.0,Lithuania,Basketball
Teau Moana McKenzie,F,21.0,183.0,67.0,Cook Islands,Sailing
Madison Taylor Kocian,F,19.0,157.0,46.0,USA,Gymnastics
Boo Starevi,M,27.0,172.0,78.0,Croatia,Wrestling
Islam Kurbanovich Magomedov,M,25.0,182.0,98.0,Russia,Wrestling
Ri Se-Gwang,M,31.0,155.0,54.0,North Korea,Gymnastics
Drita Islami,F,20.0,166.0,56.0,Macedonia,Athletics
Gspr Csere,M,24.0,172.0,54.0,Hungary,Athletics
Zhanyl Okoyeva,F,22.0,165.0,48.0,Kyrgyzstan,Weightlifting
Yennifer Frank Casaas Hernndez,M,37.0,187.0,117.0,Spain,Athletics
"Jessica Samantha ""Jess"" Walker",F,26.0,170.0,70.0,UK,Canoeing
Philipp Buhl,M,26.0,187.0,85.0,Germany,Sailing
Alonzo Russell,M,24.0,174.0,68.0,Bahamas,Athletics
Dylan Kennett,M,21.0,178.0,75.0,New Zealand,Cycling
Johanna Bundsen,F,25.0,185.0,72.0,Sweden,Handball
Romano Battisti,M,29.0,190.0,91.0,Italy,Rowing
Miroslav Raduljica,M,28.0,213.0,130.0,Serbia,Basketball
Morgan Craft,F,23.0,160.0,64.0,USA,Shooting
Daniel Lpez Pinedo,M,36.0,190.0,88.0,Spain,Water Polo
Mickal Gelabale,M,33.0,201.0,98.0,France,Basketball
Zhang Changning,F,20.0,193.0,79.0,China,Volleyball
Telma Isabel da Silva Santos,F,33.0,163.0,55.0,Portugal,Badminton
Lus Enrique Charles,M,17.0,183.0,65.0,Dominican Republic,Athletics
Sebastian Kuntschik,M,27.0,163.0,58.0,Austria,Shooting
Femi Seun Ogunode,M,25.0,175.0,72.0,Qatar,Athletics
V Th Trang,F,24.0,163.0,58.0,Vietnam,Badminton
Ji Skora,M,21.0,190.0,91.0,Czech Republic,Athletics
Hans Gruhne,M,27.0,193.0,92.0,Germany,Rowing
Jessica Inchude,F,20.0,175.0,81.0,Guinea-Bissau,Athletics
Murray Stewart,M,30.0,186.0,86.0,Australia,Canoeing
Taliqua Clancy,F,24.0,184.0,68.0,Australia,Beach Volleyball
Tomasz Polewka,M,21.0,200.0,96.0,Poland,Swimming
Yoel Segundo Finol Rivas,M,19.0,168.0,52.0,Venezuela,Boxing
Lianne Nathanaele Tan,F,25.0,160.0,54.0,Belgium,Badminton
Pardon Ndhlovu,M,28.0,158.0,54.0,Zimbabwe,Athletics
Veerle Dejaeghere,F,43.0,159.0,46.0,Belgium,Athletics
Ayaka Takahashi,F,26.0,165.0,60.0,Japan,Badminton
Cassio Rivetti,M,36.0,175.0,65.0,Ukraine,Equestrianism
Peng Shuai,F,30.0,173.0,61.0,China,Tennis
Irina Vladimirovna Zaryazhko,F,24.0,196.0,78.0,Russia,Volleyball
Takayuki Tanii,M,33.0,167.0,57.0,Japan,Athletics
Maximilien Van Haaster,M,24.0,185.0,88.0,Canada,Fencing
Brenden Bissett,M,23.0,178.0,73.0,Canada,Hockey
Leyla Alev Kelter,F,25.0,168.0,75.0,USA,Rugby Sevens
Serge David Gnabry,M,21.0,173.0,74.0,Germany,Football
Kotoki Zayasu,F,26.0,159.0,57.0,Japan,Volleyball
"Thomas ""Tom"" Murray",M,22.0,189.0,87.0,New Zealand,Rowing
Martina Carraro,F,23.0,175.0,60.0,Italy,Swimming
Lusapho Lesly April,M,34.0,172.0,50.0,South Africa,Athletics
"Shawnacy Campbell ""Shawn"" Barber",M,22.0,187.0,82.0,Canada,Athletics
Mohammed Riyadh Al-Khafaji,M,22.0,181.0,75.0,Iraq,Rowing
Cody Miller,M,24.0,180.0,80.0,USA,Swimming
Josh Konieczny,M,25.0,180.0,75.0,USA,Rowing
Facundo Olezza Bazan,M,21.0,187.0,97.0,Argentina,Sailing
"Anthony Lawrence ""Tony"" Azevedo",M,34.0,186.0,90.0,USA,Water Polo
Darya Sergeyevna Naumova,F,20.0,165.0,76.0,Belarus,Weightlifting
Anna-Emilie Mller,F,19.0,166.0,52.0,Denmark,Athletics
Pauls Pujts,M,24.0,187.0,83.0,Latvia,Athletics
Ron Darmon,M,23.0,175.0,65.0,Israel,Triathlon
Sinad Lynch (Jennings-),F,39.0,172.0,57.0,Ireland,Rowing
Hisanori Kitajima,M,31.0,171.0,55.0,Japan,Athletics
Teresa do Rosrio Afonso Portela,F,28.0,162.0,63.0,Portugal,Canoeing
Apostolos Khristou,M,19.0,198.0,88.0,Greece,Swimming
Vladimir Vadimovich Malkov,M,30.0,188.0,79.0,Russia,Badminton
Bojana Popovi (Petrovi-),F,36.0,188.0,86.0,Montenegro,Handball
Nauraj Singh Randhawa Amarjit Singh,M,24.0,193.0,70.0,Malaysia,Athletics
Marcos Andr Sousa da Silva Freitas,M,28.0,180.0,75.0,Portugal,Table Tennis
Ymi Geoffrey Apithy,M,27.0,192.0,96.0,Benin,Fencing
Helen Grobert,F,24.0,175.0,57.0,Germany,Cycling
Liu Yang,M,21.0,162.0,61.0,China,Gymnastics
Saud Al-Zaabi,M,27.0,,,United Arab Emirates,Athletics
Telma Alexandra Pinto Monteiro,F,30.0,161.0,57.0,Portugal,Judo
Masashi Kamekawa,M,23.0,177.0,68.0,Japan,Football
Aleksandra Valentinovna Privalova,F,28.0,178.0,66.0,Belarus,Table Tennis
Shona Louise Thorburn,F,33.0,175.0,70.0,Canada,Basketball
"Mostafa Al-Ismaili ""Smaili""",M,19.0,174.0,63.0,Morocco,Athletics
Robert Alexis Pez Rodrguez,M,22.0,160.0,60.0,Venezuela,Diving
Miro Bilan,M,27.0,213.0,121.0,Croatia,Basketball
"Alexandra Maria ""Alex"" Maloney",F,24.0,158.0,56.0,New Zealand,Sailing
Ioannis Petrou,M,19.0,186.0,73.0,Greece,Rowing
Cheong Jun Hoong,F,26.0,150.0,48.0,Malaysia,Diving
Huang Dongyan,F,22.0,172.0,63.0,China,Cycling
Anuradha Devi Thokchom,F,27.0,162.0,54.0,India,Hockey
Ronja Fini Sturm,F,20.0,165.0,55.0,Germany,Rowing
Melissa Boekelman,F,27.0,176.0,87.0,Netherlands,Athletics
Ladislav kantr,M,33.0,189.0,80.0,Slovakia,Canoeing
Rima Kashafutdinova,F,21.0,160.0,48.0,Kazakhstan,Athletics
David Ferrer Ern,M,34.0,175.0,73.0,Spain,Tennis
Hong Un-Jong,F,27.0,156.0,47.0,North Korea,Gymnastics
Alessia Maurelli,F,19.0,168.0,48.0,Italy,Rhythmic Gymnastics
Vincent van der Want,M,30.0,198.0,90.0,Netherlands,Rowing
Ricardo David Vargas Jacobo,M,18.0,180.0,79.0,Mexico,Swimming
Leonie Rebekka Maier,F,23.0,163.0,62.0,Germany,Football
Julian Jrummi Walsh,M,19.0,175.0,75.0,Japan,Athletics
Pietro Roman,M,26.0,178.0,72.0,Italy,Equestrianism
Kyle Edmund,M,21.0,188.0,80.0,UK,Tennis
Shi Zhiyong,M,22.0,168.0,70.0,China,Weightlifting
Matteo Stefanini,M,32.0,190.0,91.0,Italy,Rowing
Jaak-Heinrich Jagor,M,26.0,190.0,80.0,Estonia,Athletics
"Suzanne Brigit ""Sue"" Bird",F,35.0,175.0,66.0,USA,Basketball
Borys Oleksandrovych Shvets,M,24.0,175.0,65.0,Ukraine,Sailing
Georgi Stoyanov Ivanov,M,31.0,188.0,138.0,Bulgaria,Athletics
Mame-Marie Sy-Diop,F,31.0,185.0,82.0,Senegal,Basketball
Filip Zaborowski,M,22.0,188.0,77.0,Poland,Swimming
Afef Ben Ismail,F,22.0,173.0,60.0,Tunisia,Canoeing
"Alexander Michael ""Alex"" Naddour",M,25.0,170.0,70.0,USA,Gymnastics
Manuel Esteban Soto Ruz,M,22.0,170.0,62.0,Colombia,Athletics
Estefana Ramrez Castillo,F,24.0,168.0,69.0,Colombia,Rugby Sevens
Eimantas Stanionis,M,21.0,173.0,69.0,Lithuania,Boxing
Ayami Oishi,F,25.0,169.0,57.0,Japan,Rowing
Ahmet Li,M,25.0,173.0,67.0,Turkey,Table Tennis
Francesca Deidda,F,24.0,164.0,49.0,Italy,Synchronized Swimming
Daulet Yerkinovich Shabanbay,M,22.0,190.0,125.0,Kazakhstan,Wrestling
Jaromr Jeek,M,29.0,180.0,78.0,Czech Republic,Judo
Zhang Jinrong,F,19.0,163.0,58.0,China,Hockey
Tom Pelsmaekers,M,23.0,177.0,81.0,Belgium,Sailing
Bruno Dominix Hortelano Roig,M,24.0,180.0,70.0,Spain,Athletics
Theo Piniau,M,23.0,172.0,59.0,Papua New Guinea,Athletics
Elitsa Atanasova Yankova,F,21.0,151.0,48.0,Bulgaria,Wrestling
Nikolay Yulyevich Kuksenkov,M,27.0,172.0,65.0,Russia,Gymnastics
Connor Evan Fields,M,23.0,183.0,88.0,USA,Cycling
Mark William Knowles,M,31.0,183.0,74.0,Australia,Hockey
Arina Pavlovna Opyonysheva,F,17.0,161.0,48.0,Russia,Swimming
Lus Alberto Orta Milln,M,27.0,160.0,50.0,Venezuela,Athletics
Muamer Tankovi,M,21.0,180.0,75.0,Sweden,Football
"Laurent Clayton, Jr.",M,26.0,196.0,127.0,"Virgin Islands, US",Boxing
Heissler Rafael Guillnt Ecker,M,29.0,183.0,79.0,Venezuela,Basketball
Julia Mailn Gomes Fantasia,F,24.0,165.0,60.0,Argentina,Hockey
Marisol Carrat,F,30.0,174.0,85.0,Argentina,Handball
Varlam Lip'art'eliani,M,27.0,187.0,94.0,Georgia,Judo
Andrey Amador Bikkazakova,M,29.0,183.0,73.0,Costa Rica,Cycling
Georgi Bozhilov,M,27.0,201.0,107.0,Bulgaria,Rowing
Sofya Denisovna Andreyeva,F,18.0,178.0,64.0,Russia,Swimming
Gbahi Gwladys Sakoa,F,23.0,171.0,64.0,Ivory Coast,Fencing
Sean Patrick Furey,M,33.0,188.0,90.0,USA,Athletics
Deo Gracia Ngokaba,M,19.0,190.0,140.0,Republic of Congo,Judo
Ignacio Ortz,M,29.0,180.0,76.0,Argentina,Hockey
Mara Teresa Portela Rivas,F,34.0,172.0,69.0,Spain,Canoeing
Henrique Selicani Teixeira,M,27.0,192.0,100.0,Brazil,Handball
Emanuele Birarelli,M,35.0,202.0,95.0,Italy,Volleyball
Son Je-Yong,M,22.0,177.0,70.0,South Korea,Cycling
Alexandra Tavernier,F,22.0,170.0,82.0,France,Athletics
Gemma Mengual Civil,F,39.0,173.0,54.0,Spain,Synchronized Swimming
Zhiwen He Cheng,M,54.0,173.0,73.0,Spain,Table Tennis
Katja Steen Salskov-Iversen,F,21.0,173.0,70.0,Denmark,Sailing
Thomas Barr,M,24.0,183.0,73.0,Ireland,Athletics
Rafaelle Leone Carvalho de Souza,F,25.0,175.0,57.0,Brazil,Football
Alessandra Patelli,F,24.0,180.0,70.0,Italy,Rowing
Giovanni Tocci,M,21.0,175.0,68.0,Italy,Diving
Fabrizio Donato,M,39.0,189.0,83.0,Italy,Athletics
Larbi Bourrada,M,28.0,188.0,88.0,Algeria,Athletics
Ruslan Zhaparov,M,20.0,198.0,80.0,Kazakhstan,Taekwondo
Fedrick Dacres,M,22.0,191.0,104.0,Jamaica,Athletics
Ding Xia,F,26.0,180.0,67.0,China,Volleyball
Sanae Motokawa,F,24.0,175.0,65.0,Japan,Basketball
Magdalena Lobnig,F,26.0,180.0,71.0,Austria,Rowing
"Jeffrey Issack ""Jeff"" Porter",M,30.0,183.0,86.0,USA,Athletics
Karim Hendawy,M,28.0,188.0,96.0,Egypt,Handball
Yaniel Carrero Zambrano,M,20.0,174.0,74.0,Cuba,Athletics
William Peixoto Arjona,M,37.0,186.0,78.0,Brazil,Volleyball
Rosane dos Reis Santos,F,29.0,162.0,53.0,Brazil,Weightlifting
Sabah riti,M,27.0,192.0,130.0,Azerbaijan,Wrestling
Graciele Herrmann,F,24.0,180.0,64.0,Brazil,Swimming
Eric Delaunay,M,28.0,178.0,83.0,France,Shooting
Borja Vidal Fernndez Fernndez,M,34.0,206.0,110.0,Qatar,Handball
Uhunoma Naomi-Pauline Osazuwa,F,28.0,175.0,65.0,Nigeria,Athletics
Melanie Kate Wilson,F,32.0,184.0,75.0,UK,Rowing
Julian Brandt,M,20.0,183.0,83.0,Germany,Football
Miroslav Iliev Kirchev,M,26.0,186.0,78.0,Bulgaria,Canoeing
Julian Justus,M,28.0,177.0,76.0,Germany,Shooting
Cecilia Wollmann,F,18.0,164.0,60.0,Bermuda,Sailing
Henri Junghnel,M,28.0,179.0,80.0,Germany,Shooting
Andreia Bandeira,F,29.0,169.0,75.0,Brazil,Boxing
Arianna Fritzallen Vanderpool-Wallace,F,26.0,168.0,61.0,Bahamas,Swimming
Kristina Valjas,F,29.0,186.0,73.0,Canada,Beach Volleyball
Mykyta Vasylovych Nesterenko,M,25.0,208.0,120.0,Ukraine,Athletics
David Scott Torrence,M,30.0,190.0,65.0,Peru,Athletics
Ren Lpez Lizarazo,M,52.0,168.0,70.0,Colombia,Equestrianism
Selina Christina Bchel,F,25.0,167.0,57.0,Switzerland,Athletics
Haris Bandey,M,17.0,167.0,79.0,Pakistan,Swimming
Ibtihaj Muhammad,F,30.0,170.0,68.0,USA,Fencing
Giulia Enrica Emmolo,F,24.0,171.0,67.0,Italy,Water Polo
Helah Kiprop Jelagat,F,31.0,160.0,50.0,Kenya,Athletics
"Guillermo Gustavo ""Willy"" Hernangmez Geuer",M,22.0,210.0,115.0,Spain,Basketball
Shane Rose,M,43.0,181.0,80.0,Australia,Equestrianism
Mara Elena Calle Galarza,F,41.0,162.0,54.0,Ecuador,Athletics
Wissem Hosni,M,31.0,175.0,57.0,Tunisia,Athletics
Jehue Gordon,M,24.0,188.0,81.0,Trinidad,Athletics
Kim Kuk-Hyang,F,23.0,170.0,100.0,North Korea,Weightlifting
James Nyang Chiengjiek,M,24.0,179.0,59.0,,Athletics
Yoshitaka Tokunaga,M,24.0,185.0,100.0,Japan,Rugby Sevens
Choe Hyo-Sim,F,22.0,159.0,63.0,North Korea,Weightlifting
Hans Struzyna,M,27.0,188.0,91.0,USA,Rowing
Anastasiya Dmitriyevna Simanovich,F,21.0,174.0,69.0,Russia,Water Polo
Bunturabie Effuah Rashida Jalloh,F,18.0,,79.0,Sierra Leone,Swimming
Vincent Farka,M,23.0,193.0,90.0,Slovakia,Canoeing
Chen Peina,F,27.0,172.0,63.0,China,Sailing
Linda Cerruti,F,22.0,173.0,56.0,Italy,Synchronized Swimming
Wadha Bint Nasir Al-Balushi,F,26.0,160.0,75.0,Oman,Shooting
Milda Valiukait,F,22.0,176.0,66.0,Lithuania,Rowing
James McRae,M,29.0,193.0,93.0,Australia,Rowing
Teresa Patrcia Almeida,F,28.0,170.0,98.0,Angola,Handball
Kerri Lee Walsh Jennings,F,37.0,191.0,73.0,USA,Beach Volleyball
Michal Alexandre Bodegas,M,29.0,192.0,102.0,Italy,Water Polo
Pieter Timmers,M,28.0,200.0,89.0,Belgium,Swimming
Monika Brzostek,F,27.0,173.0,62.0,Poland,Beach Volleyball
Alberto lvarez Muoz,M,25.0,191.0,78.0,Mexico,Athletics
Mikel Kevon Thomas,M,28.0,186.0,79.0,Trinidad,Athletics
Carles Castillejo Salvador,M,37.0,165.0,61.0,Spain,Athletics
Yakiv Mykhailovych Khammo,M,22.0,188.0,,Ukraine,Judo
Dimitri David Bascou,M,29.0,181.0,80.0,France,Athletics
Ali Yousef Al-Rumaihi,M,34.0,177.0,86.0,Qatar,Equestrianism
Rishod Rashidovich Sobirov,M,29.0,168.0,66.0,Uzbekistan,Judo
Christopher Wesley,M,29.0,192.0,88.0,Germany,Hockey
Faye Njie,M,22.0,,,Gambia,Judo
Ramil Guliyev,M,26.0,186.0,80.0,Turkey,Athletics
Andr Rezende S,M,39.0,186.0,74.0,Brazil,Tennis
Toma Nikiforov,M,23.0,190.0,100.0,Belgium,Judo
Nobuya Kato,M,21.0,185.0,67.0,Japan,Athletics
Rie Matsubara,F,22.0,167.0,48.0,Japan,Rhythmic Gymnastics
Brendon Rodney,M,24.0,195.0,80.0,Canada,Athletics
Zeyad Mater,M,24.0,174.0,73.0,Yemen,Judo
Kazushi Hano,M,25.0,185.0,87.0,Japan,Rugby Sevens
Lizbeth Julissa Diez Canseco,F,27.0,170.0,49.0,Peru,Taekwondo
Joo Luiz Gomes Jnior,M,30.0,190.0,89.0,Brazil,Swimming
Visiline Jepkesho,F,26.0,160.0,43.0,Kenya,Athletics
Caterine Ibargn Mena,F,32.0,185.0,70.0,Colombia,Athletics
Caroline Aiko Kumahara,F,21.0,166.0,66.0,Brazil,Table Tennis
Annemiek Bekkering,F,24.0,160.0,54.0,Netherlands,Sailing
Zhang Guowei,M,25.0,202.0,77.0,China,Athletics
Yannick Brauchli,M,28.0,173.0,63.0,Switzerland,Sailing
ngela Melania Castro Chirivechz,F,23.0,160.0,54.0,Boliva,Athletics
Zhang Binbin,F,27.0,164.0,55.0,China,Shooting
Duan Mandi,M,22.0,202.0,105.0,Serbia,Water Polo
Balzs Kiss,M,33.0,178.0,104.0,Hungary,Wrestling
Qin Kai,M,30.0,170.0,65.0,China,Diving
Fernando Luna,M,26.0,189.0,97.0,Argentina,Rugby Sevens
"Jessica Esther ""Jess"" Fox",F,22.0,166.0,60.0,Australia,Canoeing
Mohamed Abdeldjalil Bourguieg,M,19.0,164.0,50.0,Algeria,Gymnastics
Meng Qiang,M,29.0,186.0,122.0,China,Wrestling
Oreoluwa Cherebin,F,18.0,150.0,54.0,Grenada,Swimming
"Pieter Gilles ""Mechiel"" Versluis",M,29.0,197.0,95.0,Netherlands,Rowing
Lisa Schtze,F,19.0,172.0,61.0,Germany,Hockey
Ross Murdoch,M,22.0,183.0,76.0,UK,Swimming
Ghislain Gabriel Perrier,M,29.0,179.0,75.0,Brazil,Fencing
Jorge Moiss Campos Valds,M,24.0,184.0,77.0,Cuba,Table Tennis
He Zi,F,25.0,159.0,51.0,China,Diving
Shitaye Eshete Habtegebrel,F,26.0,164.0,51.0,Bahrain,Athletics
Brittany MacLean,F,22.0,172.0,70.0,Canada,Swimming
"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,USA,Gymnastics
Samira Ouass,F,24.0,162.0,75.0,Morocco,Weightlifting
Kateryna Serhivna Sadurska,F,24.0,178.0,58.0,Ukraine,Synchronized Swimming
Anne Terpstra,F,25.0,166.0,57.0,Netherlands,Cycling
Cindy Roleder,F,26.0,178.0,70.0,Germany,Athletics
"Joseph ""Joe"" Morris",M,26.0,178.0,80.0,USA,Sailing
Mohamed Al-Taieb,M,19.0,187.0,73.0,Tunisia,Rowing
Andrea Mitchell D'Arrigo,M,21.0,194.0,85.0,Italy,Swimming
Tania Di Mario,F,37.0,168.0,62.0,Italy,Water Polo
Gernot Rumpler,M,22.0,188.0,83.0,Austria,Shooting
Rta Meilutyt,F,19.0,176.0,75.0,Lithuania,Swimming
Feng Shanshan,F,26.0,170.0,85.0,China,Golf
Marcin Krukowski,M,24.0,185.0,96.0,Poland,Athletics
Laura Giombini,F,27.0,185.0,75.0,Italy,Beach Volleyball
Dniel Rudolf Varga,M,32.0,201.0,96.0,Hungary,Water Polo
Vadim Nikolayevich Streltsov,M,30.0,170.0,94.0,Belarus,Weightlifting
Yang Kyong-Il,M,26.0,158.0,57.0,North Korea,Wrestling
Diana Aydosova,F,20.0,158.0,50.0,Kazakhstan,Athletics
Messaoud El-Mahadi,M,26.0,168.0,59.0,Morocco,Wrestling
Yuki Ota,M,30.0,171.0,69.0,Japan,Fencing
