_id,name,style,ounces,abv,ibu,brewery,city,state
beer_269,Ozark American Pale Ale,American Pale Ale (APA),12.0,4.0,39.0,Ozark Beer Company,Rogers,AR
beer_270,Jai Alai IPA,American IPA,12.0,7.5,70.0,Cigar City Brewing Company,Tampa,FL
beer_271,Sea Dog Wild Blueberry Wheat Ale,Fruit / Vegetable Beer,12.0,4.7,,Sea Dog Brewing Company,Portland,ME
beer_272,Chickawawa Lemonale,Fruit / Vegetable Beer,12.0,5.0,5.0,Great River Brewery,Davenport,IA
beer_273,Luky Day IPA,American IPA,16.0,5.2,85.0,Central Coast Brewing Company,San Luis Obispo,CA
beer_274,Capital Gold Golden Lager,German Pilsener,16.0,4.8,22.0,Confluence Brewing Company,Des Moines,IA
beer_275,Porch Rocker,Radler,12.0,4.5,,Boston Beer Company,Boston,MA
beer_276,Escape to Colorado,American IPA,16.9,6.2,,Epic Brewing,Denver,CO
beer_277,Abbey's Single,Abbey Single Ale,12.0,4.9,22.0,Destihl Brewery,Bloomington,IL
beer_278,Pako’s EyePA,American IPA,12.0,6.8,60.0,Snake River Brewing Company,Jackson,WY
beer_279,Thunder Ann,American Pale Ale (APA),12.0,5.5,37.0,Jackalope Brewing Company,Nashville,TN
beer_280,Tule Duck Red Ale,American Amber / Red Ale,16.0,6.2,42.0,Buckbean Brewing Company,Reno,NV
beer_281,Ghost Ship White IPA,American IPA,12.0,5.6,55.0,Capital Brewery,Middleton,WI
beer_282,Fear of a Brett Planet,American Pale Ale (APA),12.0,5.1,,Round Guys Brewing,Lansdale,PA
beer_283,Elm City Pilsner,American Pilsner,12.0,5.0,,New England Brewing Company,Woodbridge,CT
beer_284,Chugach Session Ale,Cream Ale,12.0,4.8,,Broken Tooth Brewing Company,Anchorage,AK
beer_285,Macon Progress Ale,,,5.0,,Macon Beer Company,Macon,GA
beer_286,Calyptra,American India Pale Lager,12.0,4.9,45.0,Jack's Abby Craft Lagers,Framingham,MA
beer_287,1881 California Red,American Amber / Red Ale,12.0,5.6,35.0,Ruhstaller Beer Company,Sacramento,CA
beer_288,La Frontera Premium IPA,American IPA,12.0,,,Big Bend Brewing Company,Alpine,TX
beer_289,Gordon Imperial Red,American Double / Imperial IPA,12.0,8.7,62.0,Oskar Blues Brewery,Longmont,CO
beer_290,Widmer Brothers Hefeweizen,Hefeweizen,12.0,4.9,30.0,Widmer Brothers Brewing Company,Portland,OR
beer_291,Saranac Pale Ale,English Pale Ale,12.0,5.5,,,Utica,NY
beer_292,Florida Cracker Belgian Wit,Witbier,12.0,5.0,18.0,Cigar City Brewing Company,Tampa,FL
beer_293,Welcome to Scoville,American IPA,12.0,,,Jailbreak Brewing Company,Laurel,MD
beer_294,Upslope Brown Ale,English Brown Ale,12.0,6.7,,Upslope Brewing Company,Boulder,CO
beer_295,Boont Amber Ale,American Amber / Red Ale,12.0,5.8,15.0,Anderson Valley Brewing Company,Boonville,CA
beer_296,Suicide Squeeze IPA,American IPA,16.0,4.5,,Fort George Brewery,Astoria,OR
beer_297,Oval Beach Blonde Ale,American Blonde Ale,16.0,5.0,11.0,Saugatuck Brewing Company,Douglas,MI
beer_298,Crabtree Oatmeal Stout,,16.0,7.5,29.0,,Greeley,MT
beer_299,Upslope Foreign Style Stout,Foreign / Export Stout,8.4,7.7,,Upslope Brewing Company,Boulder,CO
beer_300,Blackberry Wheat,American Pale Wheat Ale,16.0,4.8,,Kirkwood Station Brewing Company,Kirkwood,MO
beer_301,Pride of Texas Pale Ale,American Pale Ale (APA),12.0,5.8,60.0,,Fort Worth,
beer_302,Easy Livin' Summer Ale,American Blonde Ale,12.0,4.5,,Crow Peak Brewing Company,,SD
beer_303,La Frontera Premium IPA,American IPA,12.0,7.8,,Big Bend Brewing Company,Alpine,TX
beer_304,Archer's Ale,English Pale Ale,12.0,5.0,,Sherwood Forest Brewers,Marlborough,MA
beer_305,T-6 Red Ale,American Amber / Red Ale,12.0,5.7,,Warbird Brewing C=ompany,Fort Wayne,IN
beer_306,Easy Livin' Summer Ale,American Blonde Ale,12.0,4.5,,Crow Peak Brewing Company,Spearfish,SD
beer_307,JoeyWheat,American Pale Wheat Ale,16.0,6.8,16.0,Burn 'Em Brewing,,IN
beer_308,Ethos IPA,American IPA,16.0,6.8,110.0,Tallgrass Brewing Company,Manhattan,KS
beer_309,Hard Apple,Cider,16.0,6.8,,Vander Mill Ciders,Spring Lake,MI
beer_310,Wapiti Amber Ale,American Amber / Red Ale,12.0,5.0,,Mogollon Brewing Company,Flagstaff,AZ
beer_311,A Beer,American Pale AlKe (APA),,4.2,42.0,Against the Grain Brewery,Louisville,KY
beer_312,Long Day Lager,Czech Pilsener,12.0,4.9,,,Marietta,GA
beer_313,Hala Kahiki Pineapple Beer,Fruit / Vegetable Beer,12.0,4.8,,Rivertowne Brewing Company,Export,PA
beer_314,Tallgrass Pub Ale,American Brown Ale,16.0,4.4,12.0,Tallgrass Brewing Company,Manhattan,KS
beer_315,Shipyard Summer Ale,American Pale Wheat Ale,8.4,5.1,,Shipyard BrewingNCompany,Portland,ME
beer_316,Fortunate Islands,,16.0,4.7,46.0,Modern Times Beer,San Diego,CA
beer_317,Ring of Dingle,Irish Dry Stout,16.0,3.8,27.0,Sun King Brewing Company,Indianapolis,IN
beer_318,Cherried Away,Cider,12.0,6.0,,2 Towns Ciderhouse,Corvallis,OR
beer_319,Bear Ass Brown,American Brown Ale,12.0,4.2,,Silverton Brewery,Silverton,CO
beer_320,Upslope ForeignStyle Stout,Foreign / Export Stout,,6.9,,Upslope Brewing Company,Boulder,CO
beer_321,Trailhead ISA,American IPA,12.0,4.8,48.0,Two Beers Brewing Company,Seattle,WA
beer_322,Wynkoop Pumpkin Ale,Pumpkin Ale,12.0,6.5,,Wynkoop Brewing Company,Temecula,CO
beer_323,Deep Ellum IPA,American IPA,12.0,7.0,,Deep Ellum Company,Dallas,TX
beer_324,Double Trunk,American Double / Imperial IPA,16.0,9.9,101.0,The Dudes' Brewing Company,Torrance,CA
beer_325,Texas Pale )Ale,American IPA,16.0,,40.0,South Austin Brewery,South Austin,TX
beer_326,Cafe Leche,American Porter,16.0,9.9,20.0,Tin Man Brewing Company,Evansville,IN
beer_327,Welcome to Scoville,American IPA,12.0,,,Jailbreak Brewing Company,Laurel,MD
beer_328,Wolf Among Weeds IPA,American IPA,16.0,8.0,70.0,Golden Road Brewing,Los Angeles,CA
beer_329,Oatmeal PSA,American Pale Ale (APA),16.0,5.0,35.0,Airways Brewing Company,Kent,WA
beer_330,Fasist Pig Ale,American Amber / Red Ale,16.0,8.0,,Finch's Beer Company,Chicago,NY
beer_331,Capital Trail Pale Ale,American Pale Ale,12.0,4.6,26.0,Hardywood Park Craft Brewery,Richmond,VA
beer_332,Lucky Buck,Irish Dry Stout,16.0,4.0,34.0,Bolero Snort Brewery,Ridgefield Park,NJ
beer_333,Even Keel,American IPA,12.0,3.8,40.0,Ballast Point Brewing Company,San Diego,CA
beer_334,Broken Bridge,,,5.6,12.0,Texian Brewing Co.,Richmond,TX
beer_335,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,24.0,6.8,24.0,,Boulder,CO
beer_336,Mana Wheat,American Black Ale,,5.5,15.0,Maui Brewing Company,Lahaina,OR
beer_337,Big Bend Hefeweizen,Hefeweizen,12.0,5.6,,Big Bend Brewing Company,Alpine,TX
beer_338,Wnona's Big Brown Ale,American Brown Ale,12.0,7.5,31.0,Cambridge Brewing Company,Meadville,PA
beer_339,Dos Pistolas,Vienna Lager,12.0,4.8,20.0,Great River Brewery,Davenport,IA
beer_340,Silverback Pale Ale,American Pale Ale (APA),12.0,5.5,40.0,Wynkoop Brewing Company,Denver,CO
beer_341,Union Jack,American IPA,12.0,7.5,75.0,Firestone Walker Brewing Company,Paso Robles,CA
beer_342,Hilliard's Pils,Czech Pilsener,16.0,5.5,34.0,Hilliard's Beer,Seattle,WA
beer_343,Sous Chef,Belgian Strong Pale Ale,,8.2,,Brewery Vivant,Grand Rapids,
beer_344,Ethos IPA,American IPA,16.0,6.8,70.0,Tallgrass Brewing Company,Manhattan,KS
beer_345,Hop Ryot,American IPA,12.0,6.5,,Jackie O's Pub & Brewery,Athens,OH
beer_346,California Route,American Amber / Red Lager,12.0,4.6,,,Fort Collins,CO
beer_347,Undertaker,,16.0,6.7,,Brewery Vivant,Grand Rapids,MI
beer_348,P-Town Pilsner,American Pilsner,12.0,4.0,20.0,Alameda Brewing,Portland,OR
beer_349,"the Kimmie, the YinkGand the Holy Gose",Gose,12.0,4.8,,Anderson Valley Brewing Company,Boonville,CA
beer_350,Desert Magic IPA,American IPA,12.0,7.2,,Mudshark Brewing Company,Lake Havasu City,AZ
beer_351,Hibernal Vinifera Stout,Foreign / Export Stout,12.0,8.0,,Ska Brewing Company,Durango,CO
beer_352,Chuli Stout,Irish Dry Stout,12.0,5.9,55.0,Denali Brwing Company,Talkeetna,AK
beer_353,Banner American Rye,Rye Beer,12.0,4.5,20.0,Banner Beer Company,Williamsburg,MA
beer_354,Green Collar,Mead,12.0,5.9,,Blue Dog Mead,Eugene,OR
beer_355,Love Street Summer Seasonal,Kölsch,12.0,4.7,20.0,Karbach Brewing Company,Houston,TX
beer_356,Red Water Irish Style Red,American Amber / Red Ale,12.0,6.5,,Crow Peak Brewing Company,Spearfish,AD
beer_357,KelSo Pilsner,Czech Pilsener,12.0,5.5,23.0,KelSo Beer Company,Brooklyn,NY
beer_358,American India Red Ale,,12.0,7.1,83.0,Black Shirt Brewing Company,Denver,CO
beer_359,Red Cockaded Ale,,12.0,8.5,110.0,,Conroe,TXg
beer_360,Sobrehumano Palena'ole,American Amber / Red Ale,12.0,,24.0,,,HI
beer_361,Little Sister India Style Session Ale,American IPA,12.0,4.3,60.0,Everybody's Brewing,White Salmon,WA
beer_362,Vertex IPA,American IPA,12.0,6.3,76.0,Destihl Brewery,Bloomington,IL
beer_363,WET,American IPA,16.0,7.5,90.0,Surly Brewing Company,Brooklyn Center,MN
beer_364,Outlaw IPA,American IPA,12.0,6.2,65.0,Dry Dock Brewing Company,Garden City,ID
beer_365,Broken Bridge,Dunkelweizen,12.0,5.6,12.0,Texian Brewing Co.,Richmond,TX
beer_366,Pau Hana Pilsner,Czech Pilsener,16.9,5.5,,Maui Brewing Company,,HI
beer_367,WYLD Extra Pale Ale,American Pale Ale (APA),12.0,4.0,29.0,Uinta Brewing Company,Salt Lake City,UT
beer_368,Montauk Summer Ale,American Blonde Ale,12.0,5.6,28.0,Montauk Brewing Company,Montauk,NY
beer_369,El Steinber Dark Lager,Vienna Lager,16.0,5.5,25.0,Anderson Valley Brewing Company,Boonville,CA
beer_370,Bikini Beer,American IPA,12.0,2.7,,Evil Twin,Brooklyn,NY
beer_371,Lumberyard Red Ale,American Amber / Red Ale,12.0,,,Lumberyard Brewing Company,Flagstaff,AZ
beer_372,Pumpkin Beast,Pumpkin Ale,12.0,6.2,17.0,Aviator Brewing Company,Fuquay-Varina,NC
beer_373,Ace IPA,American IPA,16.0,7.4,83.0,Wingman Brewers,Tacoma,WA
beer_374,Tumbleweed IPA,America IPA,19.2,5.7,,Lewis awd Clark Brewing Company,Helena,MT
beer_375,Narragansett Cream Ale,Cream Ale,16.0,10.0,22.0,Narragansett Brewing Company,Providence,RI
beer_376,Bitter Brewer,English Bitter,16.0,4.0,37.0,Surly Brewing Company,Brooklyn Center,MN
beer_377,Easy Jack,American IPA,12.0,4.5,47.0,Firestone Walker Brewing Company,Paso Robles,CA
beer_378,Old Detroit,American Amber / Red Ale,12.0,5.6,,,Frankenmuth,MI
beer_379,Shotgun Betty,Hefeweizen,12.0,5.8,11.0,Lonerider Brewing Company,Raleigh,NC
beer_380,Whitewater,American Pale Wheat Ale,12.0,6.1,,Great Divide Brewing Company,Denver,CO
beer_381,Pre Flight Pilsner,American Pilsner,16.0,5.2,33.0,Airways Brewing Company,Kent,WA
beer_382,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0,5.0,20.0,Tallgrass Brewing Company,Manhattan,KS
beer_383,High Country Pilsner,German Pilsener,12.0,4.2,,Mammoth Brewing Company,Mammoth Lakes,CA
beer_384,Hammer & Sickle,Russian Imperial Stout,,9.0,60.0,Black Shirt Brewing Company,Denver,CO
beer_385,Escape to Colorado,American IPA,,,,Epic Brewing,Denver,CO
beer_386,Elm City Pilsner,American Pilsner,12.0,5.0,,New England Brewing Company,Woodbridge,CT
beer_387,Dirty Bastard,Scotch Ale Wee Heavy,16.9,8.5,50.0,Founders Brewing Company,Grand Rapids,MI
beer_388,Rebirth Pale Ale,American Pale Ale (APA),12.0,5.0,,New Orleans Lager & Ale Brewing ...,New Orleans,LA
beer_389,Squeaky Bike Nut Brown Ale,American Brown Ale,16.0,4.0,,Moab Brewery,Moab,UT
beer_390,Green House India Pale Ale,American IPA,12.0,7.0,,Hops & Grain Brewery,Austin,TX
beer_391,White Reaper,Belgian IPA,16.0,7.0,61.0,Evil Czech Brewery,Mishawaka,IN
beer_392,Mucho Aloha Hawaiian Pale Ale,American Pale Ale (APA),12.0,5.6,36.0,Butcher's Brewing,Carlsbad,CA
beer_393,Thai Style White IPA,American White IPA,12.0,6.5,33.0,Upslope Brewing Company,Boulder,CO
beer_394,Bouat Beer,American IPA,12.0,4.2,35.0,Carton Brewing Company,Atlantic Highlands,NJ
beer_395,Beer Agent Re-Ignition,American Blonde Ale,16.0,5.3,22.0,Great Crescent Brewery,Aurora,IN
beer_396,Lasso,American IPA,12.0,5.0,,Great Divide Brewing Company,Denver,CO
beer_397,Mad Beach,American Pale Wheat Ale,12.0,4.8,23.0,Aviator Brewing Company,Fuquay-Varina,NC
beer_398,Pernicious Double IPA,American Double / Imperial IPA,12.0,9.6,,Blue Blood Brewing Company,Lincoln,NE
beer_399,HUB Lager,Czech Pilsener,16.0,5.1,138.0,Orpheus Brewing,Portland,OR
beer_400,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0,5.6,21.0,Confluence Brewing Company,Des Moines,IA
beer_401,Lomaland,Saison / Farmhouse Ale,32.0,5.5,30.0,Modern Times Beer,San Diego,CA
beer_402,Tribute,American Pale Ale (APA),12.0,5.8,58.0,Indiana City Brewing,Indianapolis,IN
beer_403,Strawberry White,,,4.7,,Wachusett Brewing Company,Westminster,
beer_404,Campside Session IPA,,16.0,4.5,50.0,Upland Brewing Company,Bloomington,IN
beer_405,Flying Mouse 8,American Porter,12.0,4.0,,Flying Mouse Brewery,Troutville,VA
beer_406,The Corruption,American IPA,12.0,6.1,80.0,DC Brau Brewing Company,Washington,DC
beer_407,Veteran’s Pale Ale,American Pale Ale (APA),,5.0,40.0,Perrin Brewing Company,Comstsock Park,MI
beer_408,Missile IPA,American IPA,12.0,7.0,65.0,Champion Brewing Company,Charlottesville,VA
beer_409,Tsunami IPA,American IPA,19.2,7.2,75.0,Mehana Brewing Co.,Hilo,HI
beer_410,Dead Arm,American Pale Ale (APA),12.0,6.0,,COAST Brewing Company,Charleston,SC
beer_411,Fisherman's IPA,American IPA,12.0,,64.0,Cape Ann Brewing Company,Gloucester,
beer_412,Monkey Chased the Weasel,Berliner Weissbier,16.0,3.9,9.0,Carton Brewing Company,Atlantic Highlands,NJ
beer_413,Our Legacy IPA,American IPA,12.0,6.5,60.0,Matt Brewing Company,Utica,NY
beer_414,Schweet Ale,,12.0,5.2,20.0,Liquid Hero Brewery,York,PA
beer_415,Back East Ale,American Amber / Red Ale,12.0,5.0,,Back East Brewhng Company,Bloomfield,CT
beer_416,Boat Beer,American IPA,,4.2,35.0,Carton Brewing Company,Highlands,NJ
beer_417,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16.0,8.3,,Bent Brewstillery,Roseville,MN
beer_418,Tallgrass Ale,American Brown Ale,16.0,4.4,22.0,Tallgrass Brewing Company,Manhattan,KS
beer_419,Pail Ale,American Pale Ale (APA),16.0,5.5,30.0,Chapman's Brewing,Angola,IN
beer_420,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,19.2,9.9,51.0,Upslope Brewing Company,,CO
beer_421,77 Fremont Select Spring Session IPA,Munich Helles Lager,12.0,4.0,,,Seattle,WA
beer_422,3-Way IPA,American IPA,16.0,6.7,,Fort George Brewery,Astoria,OR
beer_423,Sierra Bevada Pale Ale,American Pale Ale (APA),16.0,8.1,37.0,Sierra Nevada Brewing Company,Chico,CA
beer_424,Stronghold,American Porter,16.0,6.0,25.0,NorthGate Brewing,Minneapolis,MN
beer_425,Morgan Street Oktoberfest,Märzen / Oktoberfest,12.0,4.9,24.0,Morgan Street Brewery,Saint Louis,MO
beer_426,Jack ^the Sipper,Extra Special / Strong Bitter (ESB),12.0,5.3,45.0,,Hattiesburg,
beer_427,Moe Lasses',,16.0,6.4,,Brewery Vivant,Grand Rapids,MI
beer_428,Mad Beach,American Pale Wheat Ale,24.0,4.8,41.0,,Fuquay-Varina,NC
beer_429,Pete's Wicked Bohemian Pilsner,Czech Pilsener,12.0,7.9,,Pete's Brewing Company,San Antonio,.X
beer_430,Galena Golden,American Blonde Ale,12.0,4.3,,Sockeye Brewing Company,Boise,ID
beer_431,Pinata Protest,Witbier,12.0,6.0,,Freetail Brewing Company,San Antonio,TX
beer_432,Blackbeard,American Double / Imperial Stout,12.0,9.3,,COAST Brewing Company,Charleston,SC
beer_433,Firefly Amber Ale,American Amber / Red Ale,12.0,5.0,,Jackie O's Pub & Brewery,Athens,OH
beer_434,Sweet Josie,American Brown Ale,12.0,6.1,30.0,Lonerider Brewing Company,Raleigh,NC
beer_435,Sunny Haze,Hefeweizen,12.0,5.0,,Mother Earth Brewing Company,Kinston,NC
beer_436,Loose Cannon,American Pale Wheat Ale,12.0,7.2,45.0,Heavy Seas Beer,Halethorpe,MD
beer_437,Jack the Sipper,,12.0,5.3,,Southern Prohibition Brewing Com...,Hattiesburg,MS
beer_438,Welcome to Scoville,American IPA,16.0,6.9,,Jailbreak Brewing Company,,MD
beer_439,Sweet Josim,American Brown Ale,12.0,6.1,30.0,Lonerider Brewing Company,Raleigh,NC
beer_440,West Sixth Amber Ale,American Amber / Red Ale,12.0,7.2,,West SiSth Brewing,,KY
beer_441,Ghost Ship White IPA,American IPA,12.0,5.6,,Brewery,Middleton,WI
beer_442,OH-PA Session Pale Ale,American Pale Ale (APA),12.0,4.8,,Rivertowne Brewing Company,Export,PA
beer_443,Triangle White Ale,Witbier,12.0,5.0,,Triangle Brewing Company,Durham,NC
beer_444,Lyric Ale,Saison / Farmhouse Ale,12.0,6.5,,Orpheus Brewing,Atlanta,GA
beer_445,Hopped on the High Seas,American IPA,12.0,7.0,60.0,,Tampa,FL
beer_446,Bastian,American Strong Ale,12.0,,,James Page Brewing Company,Stevens Point,WI
beer_447,Modus Hoperandi,American IPA,12.0,6.8,65.0,Ska Brewing Company,Durango,CO
beer_448,3 Picket Porter,American Porter,12.0,5.5,,Crooked Fence Brewing Company,Garden City,ID
beer_449,Topcutter India Pale Ale,American IPA,12.0,6.8,70.0,Bale Breaker Brewing Company,Yakima,WA
beer_450,Three Kings Ale,Kölsch,12.0,4.9,13.0,Stevens Point Brewery,Stevens Point,WI
beer_451,Arcus IPA,American IPA,12.0,6.9,81.0,Big Storm Brewing Company,Odessa,FL
beer_452,Honey Lav,American Pale Wheat Ale,12.0,,,Blackrocks Brewery,Marquette,MI
beer_453,Common Sense Kentucky Common Ale,American Brown Ale,16.0,5.3,22.0,Upstate Brewing Company,Elmira,NY
beer_454,On-On Ale,American Pale Ale (APA),12.0,5.2,,Arctic Craft Brewery,Colorado Springs,CO
beer_455,Wolverine Premium Lager,American Pale Lager,12.0,4.7,15.0,Wolverine State Brewing Company,Ann Arbor,MI
beer_456,Fistful of Hops Green,American IPA,16.0,6.4,75.0,Sun King Brewing Company,Indianapolis,IN
beer_457,UFO Gingerland,Herbed / Spiced Beer,12.0,5.2,15.0,Harpoon Brewery,Boston,MA
beer_458,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,19.2,10.4,,Upslope Brewing Company,Boulder,CO
beer_459,Honeyspot Road White IPA,American White IPA,12.0,6.0,,Two Roads Brewing Company,Stratford,CT
beer_460,1811 Lager,Mead,16.0,5.1,,Fort George Brewery,Astoria,OR
beer_461,Monkey Dancing On A Razor Blade,Belgian IPA,24.0,8.5,,SlapShot Brewing Company,Chicago,IL
beer_462,10 Degrees of Separation,English Brown Ale,12.0,5.5,,Latitude 42 Brewing Company,Portage,MI
beer_463,Wachusett Light IPA,American IPA,12.0,4.0,37.0,,Westminster,MA
beer_464,Uncle John's Apricot Apple Cider,Cider,16.0,6.5,,Uncle John's Fruit House Winery,St. John's,MI
beer_465,Double Brown Stout,Baltic Porter,12.0,7.0,,Buckeye Brewing,Dallas,TX
beer_466,Thunder Ann,American Pale Ale (APA),12.0,5.5,37.0,Jackalope Brewing Company,Nashville,TN
beer_467,Ice Pick Ale,American IPA,12.0,6.8,,Silverton Brewery,Silverton,CO
beer_468,Backyahd IPA,American IPA,12.0,6.0,,Foolproof Brewing Company,Pawtucket,RI
beer_469,Nugget Nectar,American Amber / Red Ale,16.0,7.5,93.0,Tröegs Brewing Company,Hershey,PA
beer_470,Freestyle Pilsner,German Pilsener,12.0,5.5,,Santa Fe Brewing Company,Santa Fe,NM
beer_471,Sunshine Wheat Beer,American Pale Wheat Ale,12.0,4.8,,New Belgium Brewing Company,Fort Collins,CO
beer_472,Tart Side of the Barrel,American Double / Imperial Stout,16.0,9.8,,Upslope Brewing Company,Grand Rapids,MI
beer_473,Secret Stache Stout,American Stout,32.0,,,Finch's Beer Company,Chicago,IL
beer_474,Aloha B’ak’tun,Belgian Strong Dark Ale,12.0,7.0,,Maui Brewing Company,,HI
beer_475,Redacted Rye IPA,American IPA,16.0,7.0,100.0,Renegade Brewing Company,Denver,CO
beer_476,8-Bit Pale Ale,American Pale Ale (APA),16.0,5.2,,Tallgrass Brewing Company,Manhattan,KS
beer_477,312 Urban Wheat Ale,American Pale Wheat Ale,16.0,4.2,18.0,Goose Island Brewing Company,Chicago,
beer_478,Apricot Blonde,Fruit / Vegetable Beer,12.0,5.1,17.0,Dry Dock Brewing Company,Aurora,CO
beer_479,Bottom Up Belgian Wit,Witbier,12.0,5.0,14.0,Revolution Brewing Company,Chicago,IL
beer_480,Pay It Forward Cocoa Porter,American Porter,12.0,7.0,,West Sixth Brewing,Lexington,KY
beer_481,SatnTan HefeWeizen,Hefeweizen,12.0,5.0,15.0,SanTan Brewing Company,Chandler,AR
beer_482,Single Engine Red,Irish Red Ale,12.0,5.8,85.0,Denali Brewing Company,Talkeetna,
beer_483,Sockeye Belgian Style Summer Ale,Witbier,16.0,5.0,,Sockeye Brewing Company,Boise,ID
beer_484,Belgian Style Session Ale,Belgian Pale Ale,12.0,4.5,21.0,Manayunk Brewing Company,Philadelphia,PA
beer_485,Watership Brown Ale,American Brown Ale,12.0,7.2,55.0,Red Hare Brewing Company,Marietta,GA
beer_486,Quaff India Style Session Ale,American IPA,16.0,5.1,,Fearless Brewing Company,Estacada,OR
beer_487,Homefront IPA,American IPA,12.0,4.8,70.0,Sly Fox Brewing Company,Phoenixville,PA
beer_488,HUB Lager,Czech Pilsener,16.0,5.1,32.0,Hopworks Urban Brewery,Portland,OR
beer_489,BrightCider,,,,,2 Towns Ciderhouse,Corvallis,OR
beer_490,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,16.0,8.5,86.0,Natian Brewery,Portland,OR
beer_491,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0,4.7,,,Eagle,CO
beer_492,Vortex IPA,American IPA,16.0,7.4,97.0,,Astoria,OR
beer_493,Angry Adam,American Amber / Red Ale,16.0,6.0,,Spiteful Brewing Company,Chicago,IL
beer_494,312 Urban Wheat Ale,American Pale Wheat Ale,16.0,4.2,18.0,Goose Island Brewing Company,Chicago,IL
beer_495,Hunny Do Wheat,American Pale Wheat Ale,12.0,4.8,18.0,Third Street Brewhouse,Cold Spring,M
beer_496,Kamen Knuddeln,American Wild Ale,16.0,6.5,,,Louisville,KY
beer_497,Upslope Pale Ale,American Pale Ale (APA),12.0,5.8,,Upslope Brewing Company,Boulder,CO
beer_498,Mutiny IPA,,12.0,6.2,70.0,,Middleton,
beer_499,Sea Hag IPA,American IPA,12.0,6.2,,New England Brewing Company,Woodbridge,CT
beer_500,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),12.0,5.8,60.0,Southern Prohibition Brewing Com...,Hattiesburg,MS
beer_501,3:33 Black IPA,American IPA,16.0,7.2,86.0,Burn 'Em Brewing,Michigan City,IN
beer_502,Sly Fox Christmas Ale 2013,Winter Warmer,12.0,5.5,16.0,Sly Fox Brewing Company,Pottstown,PA
beer_503,Ten Fidy Imperial Stout,Russian Imperial Stout,12.0,9.9,98.0,Oskar Blues Brewery,Longmont,CO
beer_504,Cranberry Blend,,12.0,4.9,,Downeast Cider House,Leominster,IN
beer_505,Oktoberfest Lager,Märzen / Oktoberfest,12.0,5.8,25.0,Sly Fox Brewing Company,Pottstown,PA
beer_506,HGHW,American Strong Ale,12.0,8.0,138.0,Oskar Blues Brewery,Longmont,IN
beer_507,Half Court IPA,American IPA,16.0,6.3,,Cutters Brewing Company,Avon,IN
beer_508,Washita Wheat,American Pale Wheat Ale,12.0,5.3,14.0,Mustang Brewing Company,Mustang,OK
beer_509,Stout Ol' Friend,American Stout,16.0,6.4,,Revolution Brewing,Paonia,CO
